step,epoch,lr,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
1,1,0.005,0.5114091198444366,0.72,0.7039813151359559,0.5,1744267884.9579303,2025/04/10 15:51:24,1.8640813827514648,1.9s
2,2,0.0049692208514878445,0.2606249268054962,0.896,1.0048685111999511,0.5,1744267886.4647431,2025/04/10 15:51:26,3.370894193649292,3.4s
3,3,0.0048776412907378846,0.19840371549129487,0.92,1.9772301750183106,0.5,1744267887.9493465,2025/04/10 15:51:27,4.855497598648071,4.9s
4,4,0.00472751631047092,0.16768325769901277,0.934,2.9740239448547365,0.5,1744267889.3970184,2025/04/10 15:51:29,6.30316948890686,6.3s
5,5,0.004522542485937369,0.15027924978733062,0.95,3.6230945262908936,0.5,1744267890.8317127,2025/04/10 15:51:30,7.737863779067993,7.7s
6,6,0.004267766952966369,0.11889498847723007,0.958,3.4758264179229736,0.5,1744267892.2671368,2025/04/10 15:51:32,9.173287868499756,9.2s
7,7,0.003969463130731183,0.13220126122236253,0.944,2.3207213840484617,0.507,1744267893.714794,2025/04/10 15:51:33,10.62094497680664,10.6s
8,8,0.0036349762493488673,0.1266526335477829,0.95,1.3081142702102662,0.58,1744267895.166569,2025/04/10 15:51:35,12.072720050811768,12.1s
9,9,0.003272542485937369,0.09889258658885956,0.964,0.4858305802345276,0.811,1744267896.6383548,2025/04/10 15:51:36,13.544505834579468,13.5s
10,10,0.0028910861626005777,0.08649457210302353,0.974,0.35660762774944305,0.875,1744267898.0776596,2025/04/10 15:51:38,14.983810663223267,15.0s
11,11,0.0025,0.068188751578331,0.98,0.28873935842514037,0.9015,1744267899.5016832,2025/04/10 15:51:39,16.40783429145813,16.4s
12,12,0.0021089138373994237,0.07241988724470139,0.98,0.20587554502487182,0.922,1744267900.9548135,2025/04/10 15:51:40,17.86096453666687,17.9s
13,13,0.0017274575140626318,0.06956339710950851,0.976,0.2065429952144623,0.9225,1744267902.4289632,2025/04/10 15:51:42,19.335114240646362,19.3s
14,14,0.0013650237506511332,0.06913560178875923,0.984,0.18260697782039642,0.9285,1744267903.8585505,2025/04/10 15:51:43,20.76470160484314,20.8s
15,15,0.0010305368692688174,0.057585313737392424,0.984,0.17808228886127472,0.93,1744267905.2934632,2025/04/10 15:51:45,22.19961428642273,22.2s
16,16,0.0007322330470336313,0.050601267635822296,0.99,0.1823320899605751,0.927,1744267906.7455604,2025/04/10 15:51:46,23.651711463928223,23.7s
17,17,0.00047745751406263163,0.045943527311086654,0.988,0.18464268136024475,0.9275,1744267908.226839,2025/04/10 15:51:48,25.13299012184143,25.1s
18,18,0.00027248368952908055,0.04513781988620758,0.992,0.17918340349197387,0.931,1744267909.7317057,2025/04/10 15:51:49,26.63785672187805,26.6s
19,19,0.00012235870926211617,0.050095909774303435,0.988,0.17529385638237,0.9305,1744267911.2172372,2025/04/10 15:51:51,28.123388290405273,28.1s
20,20,0.00003077914851215585,0.05226965165138245,0.986,0.17371131885051727,0.9305,1744267912.672644,2025/04/10 15:51:52,29.578794956207275,29.6s
