step,lr,epoch,train_loss,train_acc,train_f1
1,0.002,1,1.3251257673703438,0.7093864229697442,0.22994308629829321
2,0.0019999950652018583,2,0.9359551480145563,0.8651086715126098,0.30067589128229777
3,0.0019999802608561368,3,0.8202657258144233,0.8831232495528494,0.3167473919375022
4,0.00199995558710895,4,0.785589560236596,0.8879479502596919,0.3299357766591894
5,0.0019999210442038164,5,0.7646357286663126,0.8817759760661339,0.3286834052537348
6,0.0019998766324816606,6,0.7749094560352076,0.8976231630036042,0.31868962981542676
7,0.001999822352380809,7,0.736375030719491,0.9022225839226194,0.3373912271968636
8,0.001999758204436984,8,0.7139618949189026,0.8997036580508239,0.3345284714391192
9,0.0019996841892833,9,0.7316416224769254,0.8966507824882137,0.3209308393580997
10,0.001999600307650256,10,0.6852742862623491,0.9006019496004268,0.34783491710944997
11,0.001999506560365731,11,0.7256184478008264,0.8927908306943504,0.33322575784183944
12,0.0019994029483549726,12,0.6956558284846538,0.891562404534729,0.3240571238036414
13,0.001999289472640589,13,0.7018312442058646,0.8976625246566349,0.3443426269332067
14,0.00199916613434254,14,0.6961722110694349,0.8941308393464973,0.3367230868136248
15,0.001999032934678125,15,0.6476435832940713,0.8944610828785994,0.328544482593274
16,0.0019988898749619703,16,0.6975113795799222,0.9003807994141723,0.34134999593600235
17,0.0019987369566060176,17,0.6554821807909902,0.9045253188531394,0.3196298396941049
18,0.0019985741811195095,18,0.660819673604228,0.897921190881346,0.33013142585948885
19,0.0019984015501089748,19,0.6263458914342851,0.9058987491383761,0.3457903633000648
20,0.0019982190652782115,20,0.6930987435401533,0.891346344334587,0.3375908900068585
21,0.0019980267284282712,21,0.6307226357162824,0.8950975420168825,0.337438088637862
22,0.0019978245414574414,22,0.642279582656438,0.9069991802908418,0.34590359636548207
23,0.001997612506361225,23,0.6386016192657655,0.8968302928355361,0.3381432373360975
24,0.0019973906252323233,24,0.6399349422974119,0.9028667267433086,0.3477667229731873
25,0.001997158900260613,25,0.6134193357875201,0.9091056469776989,0.3319080885839037
26,0.0019969173337331275,26,0.6392449616271101,0.8987465912617472,0.33551829780544995
27,0.001996665928034029,27,0.6415743223791457,0.907307632133203,0.32582588560816295
28,0.0019964046856445913,28,0.6301400832281581,0.8968362351066489,0.3468405266130564
29,0.0019961336091431714,29,0.6189232682966928,0.8980524692659215,0.3344507852040774
30,0.0019958527012051844,30,0.6441224544565322,0.8921567578415089,0.33665964533187703
31,0.0019955619646030787,31,0.6145948213283926,0.896058918501279,0.3445985626547064
32,0.0019952614022063072,32,0.5806678893579227,0.899977322664624,0.34179934544186164
33,0.001994951016981299,33,0.6071601976963139,0.9070539002174136,0.34719665622896795
34,0.001994630811991431,34,0.6235358061148774,0.9020100498368301,0.33904908300092157
35,0.0019943007903969975,35,0.5922769192690596,0.9040860647057549,0.335113890201929
36,0.0019939609554551784,36,0.5763266150596068,0.9025982031133216,0.325906532369533
37,0.001993611310520007,37,0.6365460765264921,0.8956672568539635,0.3385547151556051
38,0.001993251859042338,38,0.5791126360251017,0.8985852015489803,0.3547166359516466
39,0.0019928826045698123,39,0.5770762826669199,0.9065729168335998,0.35080571851473596
40,0.0019925035507468223,40,0.6111574246948438,0.9021173898228569,0.338657998428561
41,0.0019921147013144767,41,0.5986444309426207,0.894387597400032,0.3502753932517712
42,0.0019917160601105616,42,0.546276202819468,0.9099606603547715,0.36517144609371094
43,0.001991307631069505,43,0.5939361870524248,0.8975972665617645,0.37592480290256786
44,0.0019908894182223374,44,0.5606568254687024,0.9036497201979731,0.3533629924460522
45,0.0019904614256966496,45,0.6224994431127405,0.8941615247235079,0.33820238698838806
46,0.001990023657716556,46,0.5541860570235596,0.896955977491008,0.34806773992304885
47,0.0019895761186026492,47,0.593556370887339,0.8911269247366841,0.3467571138483593
48,0.00198911881277196,48,0.5853107456499884,0.8995310660740657,0.356726274734308
49,0.0019886517447379125,49,0.6049757262344253,0.8966581803583796,0.3450301181399817
50,0.0019881749191102793,50,0.5366436230624397,0.9079115768606477,0.34067860024113006
51,0.0019876883405951363,51,0.5438917312524014,0.9041521419674243,0.3419981032366672
52,0.001987192013994818,52,0.5351512496576063,0.9053052221848283,0.35968673186046457
53,0.0019866859442078666,53,0.6013903034664682,0.8969476033482237,0.3387660341208904
54,0.0019861701362289875,54,0.5474364810150867,0.908728773537948,0.35339187844020437
55,0.0019856445951489964,55,0.5458005676419321,0.904601002081507,0.3520049185633875
56,0.001985109326154772,56,0.5129190780392539,0.90569434870961,0.37155589617292817
57,0.0019845643345292037,57,0.6789394031884239,0.8830349759965928,0.33416168508612837
58,0.0019840096256511382,58,0.5639066557092194,0.9043083976230607,0.35858195119660996
59,0.0019834452049953284,59,0.5516551252546007,0.9004723697250042,0.354241837002705
60,0.0019828710781323775,60,0.5494389282457892,0.9009140071706986,0.35160336331961245
61,0.0019822872507286875,61,0.5681472646276368,0.9013432345121262,0.35439582327211916
62,0.0019816937285463973,62,0.5274879557632156,0.9040075927083959,0.3623970580770736
63,0.0019810905174433326,63,0.484959136938355,0.9176290768285633,0.36259602978526434
64,0.001980477623372943,64,0.5179453374793193,0.9005938650362664,0.37605223571927987
65,0.0019798550523842454,65,0.4848024904216552,0.9083062944737352,0.35818215458559527
