step,epoch,lr,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
1,1,0.005,0.23178326368331909,0.9039,0.6156072015762329,0.776,1744267651.8929331,2025/04/10 15:47:31,12.713623523712158,12.7s
2,2,0.0049987664009143295,0.16541484726667405,0.9346,0.20122075611352921,0.9285,1744267663.5956495,2025/04/10 15:47:43,24.416339874267578,24.4s
3,3,0.00499506682107068,0.1550437166929245,0.9403,0.21946978044509888,0.9195,1744267675.2643764,2025/04/10 15:47:55,36.08506679534912,36.1s
4,4,0.004988904911507701,0.14008295984268188,0.9454,0.10433525300025939,0.957,1744267686.932921,2025/04/10 15:48:06,47.75361132621765,47.8s
5,5,0.004980286753286196,0.1153567887544632,0.9557,0.15230136573314668,0.9465,1744267698.6982272,2025/04/10 15:48:18,59.51891756057739,59.5s
6,6,0.004969220851487845,0.10686450389251113,0.9569,0.08457486952841282,0.9695,1744267710.48227,2025/04/10 15:48:30,71.30296039581299,1.2m
7,7,0.004955718126821723,0.09853867035582661,0.9613,0.05211080886423588,0.9785,1744267722.2688823,2025/04/10 15:48:42,83.08957266807556,1.4m
8,8,0.004939791904846869,0.08881586363315583,0.9661,0.05375560936331749,0.9795,1744267734.1010954,2025/04/10 15:48:54,94.92178583145142,1.6m
9,9,0.004921457902821578,0.0859190316438675,0.9682,0.07563240557909012,0.9705,1744267745.901491,2025/04/10 15:49:05,106.72218132019043,1.8m
10,10,0.004900734214192358,0.0786244778573513,0.9689,0.04730920952558518,0.982,1744267757.6790776,2025/04/10 15:49:17,118.49976801872253,2.0m
11,11,0.004877641290737884,0.08014013417959213,0.9699,0.04890057891607284,0.982,1744267769.560122,2025/04/10 15:49:29,130.38081240653992,2.2m
12,12,0.004852201922385563,0.07980363727807999,0.9698,0.06558242202550173,0.98,1744267781.3975217,2025/04/10 15:49:41,142.21821212768555,2.4m
