step,lr,epoch,train_loss
1,0.0003,1,0.006503164310306311
2,0.0003,2,0.0041634451892971994
3,0.0003,3,0.0040625685937702655
4,0.0003,4,0.004065604914426804
5,0.0003,5,0.004026329305768013
6,0.0003,6,0.003998412487506866
7,0.0003,7,0.003998638078868389
8,0.0003,8,0.003972337366938591
9,0.0003,9,0.003949759015738964
10,0.0003,10,0.003945747915804386
11,0.0003,11,0.003946581832394004
12,0.0003,12,0.003931780203580856
13,0.0003,13,0.003920082711577415
14,0.0003,14,0.003927188442647457
15,0.0003,15,0.003922078374102711
16,0.0003,16,0.003919567429274321
17,0.0003,17,0.003910971731692553
18,0.0003,18,0.003908204196020961
19,0.0003,19,0.00390074281103909
20,0.0003,20,0.0039039104901254177
21,0.0003,21,0.003899556915462017
22,0.0003,22,0.0038875235380232335
23,0.0003,23,0.0038884205047786235
24,0.0003,24,0.003896297011077404
25,0.0003,25,0.0038928354782611133
26,0.0003,26,0.0038969986036419867
27,0.0003,27,0.0038840315206348894
28,0.0003,28,0.003894773754924536
29,0.0003,29,0.003877245735377073
30,0.0003,30,0.003875722136795521
31,0.0003,31,0.0038904751236736776
32,0.0003,32,0.0038696662604063748
33,0.0003,33,0.003883494529351592
34,0.0003,34,0.0038713163626194
35,0.0003,35,0.0038806174224615096
36,0.0003,36,0.0038718802639842033
37,0.0003,37,0.003867659724205732
38,0.0003,38,0.0038691622339189053
39,0.0003,39,0.0038798003359138966
40,0.0003,40,0.003875433740541339
41,0.0003,41,0.0038580107927322386
42,0.0003,42,0.003867485540956259
43,0.0003,43,0.003877352735251188
44,0.0003,44,0.00386634342700243
45,0.0003,45,0.0038681036771833896
46,0.0003,46,0.003864920293986797
47,0.0003,47,0.0038631840161979197
48,0.0003,48,0.0038618543910980225
49,0.0003,49,0.003860422374680638
50,0.0003,50,0.003863275314569473
51,0.0003,51,0.0038569729898124934
52,0.0003,52,0.0038745366948097944
53,0.0003,53,0.00386694308757782
54,0.0003,54,0.003867330451384187
55,0.0003,55,0.0038633730120956897
56,0.0003,56,0.003865384038835764
57,0.0003,57,0.003864818678200245
58,0.0003,58,0.003863255754113197
59,0.0003,59,0.0038660068932175637
60,0.0003,60,0.00385420162320137
61,0.0003,61,0.0038641432254761456
62,0.0003,62,0.0038656884795427323
63,0.0003,63,0.0038538914088904856
64,0.0003,64,0.003854083573743701
65,0.0003,65,0.003855234791338444
66,0.0003,66,0.0038560503970086575
67,0.0003,67,0.0038595951138436792
68,0.0003,68,0.0038633609041571616
69,0.0003,69,0.0038636457511782647
70,0.0003,70,0.00386374198526144
71,0.0003,71,0.003851517262905836
72,0.0003,72,0.0038539010232686998
73,0.0003,73,0.003861433568149805
74,0.0003,74,0.0038495082718133927
75,0.0003,75,0.0038492648984491825
76,0.0003,76,0.003854101479426026
77,0.0003,77,0.003863097638040781
78,0.0003,78,0.0038595688862353562
79,0.0003,79,0.0038591000463068484
80,0.0003,80,0.0038528395456075668
81,0.0003,81,0.0038500456948578356
82,0.0003,82,0.003846906553134322
83,0.0003,83,0.003864030446857214
84,0.0003,84,0.003855842333137989
85,0.0003,85,0.003854526685923338
86,0.0003,86,0.003856885389536619
87,0.0003,87,0.003849758021086454
88,0.0003,88,0.0038574633465707302
89,0.0003,89,0.0038513539343327284
90,0.0003,90,0.0038555506809055803
91,0.0003,91,0.003858544362783432
92,0.0003,92,0.003849354650378227
93,0.0003,93,0.0038570197996497155
94,0.0003,94,0.0038543987910449507
95,0.0003,95,0.0038403629796952008
96,0.0003,96,0.003856160812228918
97,0.0003,97,0.003844668498411775
98,0.0003,98,0.0038477044247835876
99,0.0003,99,0.003853049852102995
100,0.0003,100,0.003851574025452137
