step,lr,epoch,train_loss,train_acc,train_f1,mixup_e
1,0.001,1,1.1486172851147505,0.7964501339143856,0.34872165960419155,false
2,0.0005,2,0.7584090298503791,0.9176086068364429,0.4587461899967314,false
