step,lr,epoch,train_loss,train_acc,val_loss,val_acc
1,0.005,1,0.11140009618940808,0.112,0.13823845216206143,0.1141
2,0.004999999876629946,2,0.10301223823002406,0.214,0.41911541365441823,0.1007
3,0.004999999506519797,3,0.09830591934067863,0.262,0.3367339503197443,0.1233
4,0.004999998889669587,4,0.09281231250081744,0.304,0.26235136560031347,0.1281
5,0.00499999802607938,5,0.08930008893921262,0.304,0.1649627882809866,0.1929
6,0.004999996915749259,6,0.08768350311688014,0.326,0.1057776058004016,0.2512
7,0.004999995558679335,7,0.08703529976663135,0.318,0.1292788795062474,0.2412
8,0.004999993954869741,8,0.08332414144561404,0.37,0.10219496495666958,0.2803
9,0.004999992104320636,9,0.08116666334015983,0.366,0.10671579639116922,0.2732
10,0.004999990007032202,10,0.07959859144119989,0.404,0.1048086812098821,0.2655
11,0.004999987663004647,11,0.0778941980430058,0.41,0.11161572507449559,0.2737
12,0.0049999850722382,12,0.07670885608309791,0.382,0.09664849518310456,0.3075
13,0.004999982234733119,13,0.07418624418122428,0.42,0.10658443662382308,0.2835
14,0.004999979150489684,14,0.0734227214540754,0.426,0.10238254545699982,0.2842
15,0.0049999758195081985,15,0.07121053763798305,0.442,0.1011401646903583,0.2942
16,0.004999972241788992,16,0.0697559756892068,0.478,0.09389023135105769,0.3096
17,0.0049999684173324165,17,0.07108806996118455,0.44,0.10109213171970277,0.2976
18,0.004999964346138849,18,0.06956226485116142,0.472,0.0950445402945791,0.3015
19,0.0049999600282086935,19,0.06754950824238005,0.456,0.09516382217407227,0.318
20,0.004999955463542375,20,0.06496888966787429,0.486,0.09901078378870373,0.3045
21,0.004999950652140344,21,0.06239874873842512,0.522,0.09831516238905134,0.3243
22,0.0049999455940030755,22,0.06336885690689087,0.512,0.09284796445142655,0.3312
23,0.0049999402891310685,23,0.06219251241002764,0.524,0.09163994668495087,0.3376
24,0.004999934737524847,24,0.058895698615482876,0.55,0.11177404338405246,0.2801
25,0.004999928939184959,25,0.05948669569832938,0.562,0.10073984371764319,0.304
26,0.004999922894111976,26,0.06047111323901585,0.532,0.09827100137869517,0.3295
27,0.004999916602306495,27,0.05552109934034802,0.582,0.10287903128635316,0.3258
28,0.0049999100637691364,28,0.05852482148579189,0.542,0.10494729500441324,0.3219
29,0.004999903278500547,29,0.055545422292891,0.576,0.10432369191022146,0.3278
30,0.004999896246501395,30,0.05282446032478696,0.594,0.09799887303795134,0.3411
31,0.004999888967772375,31,0.05193230367842175,0.61,0.10291623934393837,0.3237
32,0.004999881442314206,32,0.05127719044685364,0.61,0.102100456399577,0.3482
33,0.00499987367012763,33,0.05282984319187346,0.612,0.10040507430122012,0.358
34,0.004999865651213415,34,0.04849380964324588,0.624,0.10151239420686449,0.3408
35,0.004999857385572351,35,0.04974026410352616,0.606,0.10625628928343454,0.3404
36,0.004999848873205255,36,0.04965337046555111,0.622,0.1254464511360441,0.3083
37,0.004999840114112966,37,0.05072629238877978,0.608,0.10656086809578397,0.3365
38,0.004999831108296349,38,0.04632351512000674,0.628,0.10735414581639426,0.3206
39,0.004999821855756294,39,0.04817678743884677,0.62,0.10707715579441615,0.3409
40,0.0049998123564937115,40,0.04391444438979739,0.668,0.10514180936983654,0.3434
41,0.004999802610509542,41,0.04536580684639159,0.662,0.11039386370352336,0.3479
42,0.004999792617804744,42,0.043828828703789485,0.656,0.12458897403308324,0.3143
