step,lr,epoch,train_loss,train_acc,train_f1,mixup_e
1,0.001,1,1.2344304093912395,0.7497824185271957,0.25026827117255923,true
2,0.0005,2,0.6954781403188846,0.9234645240364974,0.4807197652055217,false
