step,lr,epoch,train_loss,train_acc,val_loss,val_acc
1,0.005,1,0.2661062255501747,0.2484,0.2902872510254383,0.1065
2,0.004999996915749259,2,0.23484489172697068,0.3388,0.30203392878174784,0.1571
3,0.004999987663004646,3,0.21607155725359917,0.3964,0.22493510581552983,0.3305
4,0.004999972241788991,4,0.20540300533175468,0.422,0.23565071802586318,0.317
5,0.004999950652140343,5,0.19895749762654305,0.4352,0.21793222799897194,0.366
6,0.004999922894111975,6,0.19212999269366265,0.4472,0.36950698457658293,0.2429
7,0.004999888967772375,7,0.18604131191968917,0.4548,0.2132676899433136,0.3979
8,0.004999848873205254,8,0.18435583710670472,0.4624,0.19951089341193437,0.4155
9,0.004999802610509541,9,0.17808062806725503,0.478,0.1932298516854644,0.43
10,0.004999750179799384,10,0.1755695976316929,0.4952,0.1940060643479228,0.4489
11,0.004999691581204151,11,0.17081440687179567,0.5032,0.18517357893288136,0.4661
12,0.00499962681486843,12,0.1675941251218319,0.5244,0.19506308306008577,0.4397
13,0.004999555880952022,13,0.16684766635298728,0.5168,0.19214572925120593,0.451
14,0.004999478779629953,14,0.16233490630984307,0.538,0.19045565072447063,0.4787
15,0.004999395511092461,15,0.15989069119095803,0.5456,0.1970127271488309,0.468
16,0.004999306075545002,16,0.15938824713230132,0.5448,0.18177295550704003,0.4757
17,0.00499921047320825,17,0.15550193190574646,0.55,0.19176760520786046,0.4487
18,0.004999108704318095,18,0.1510876253247261,0.5736,0.2193863870576024,0.425
19,0.004999000769125641,19,0.14923449903726577,0.574,0.1806679455563426,0.4955
20,0.004998886667897208,20,0.15025301948189734,0.564,0.17313115317374467,0.4964
21,0.004998766400914329,21,0.14747088626027108,0.5864,0.17992702461779117,0.4792
22,0.00499863996847375,22,0.14759237170219422,0.5708,0.19375137537717818,0.4511
23,0.004998507370887432,23,0.1453390009701252,0.5812,0.16864069700241088,0.5128
24,0.004998368608482545,24,0.1472636453807354,0.5892,0.17504838313907384,0.504
25,0.004998223681601472,25,0.14136478565633298,0.5928,0.16734383832663297,0.5259
26,0.004998072590601806,26,0.13960408046841621,0.5988,0.16183893643319608,0.542
27,0.004997915335856349,27,0.139028737321496,0.618,0.2073164673522115,0.4437
28,0.004997751917753111,28,0.13804280310869216,0.616,0.16089469250291585,0.5444
29,0.004997582336695311,29,0.13554511666297914,0.6156,0.16669983342289924,0.5216
30,0.004997406593101372,30,0.13550645150244237,0.6268,0.16106915678828954,0.5418
31,0.004997224687404924,31,0.13384877033531667,0.6152,0.16625523697584868,0.527
32,0.0049970366200548025,32,0.13169821985065938,0.622,0.18384508974850178,0.5053
33,0.004996842391515043,33,0.13105698600411414,0.6316,0.16046911776065825,0.5373
34,0.004996642002264886,34,0.12848551236093045,0.6368,0.1595121031627059,0.5483
35,0.004996435452798773,35,0.12795642837882043,0.6344,0.1734701979905367,0.5271
36,0.0049962227436263435,36,0.12797954641282558,0.6472,0.1643089808523655,0.5432
37,0.004996003875272436,37,0.12743412666022777,0.6252,0.1713549342006445,0.5281
38,0.004995778848277086,38,0.1275283046066761,0.6408,0.15783967422321438,0.5586
39,0.0049955476631955275,39,0.12470660544931889,0.6448,0.15645135380327702,0.5596
40,0.004995310320598184,40,0.12282273359596729,0.6512,0.16070544067770243,0.5453
41,0.004995066821070676,41,0.12052362747490405,0.6568,0.1638784408569336,0.5432
42,0.004994817165213814,42,0.11930987536907196,0.668,0.15710211796686052,0.5644
43,0.004994561353643601,43,0.11857105232775211,0.6668,0.1589033357799053,0.5601
44,0.004994299386991224,44,0.1180790163576603,0.6588,0.1660117638297379,0.549
45,0.0049940312659030595,45,0.12090884111821651,0.65,0.17403822485357523,0.5276
46,0.004993756991040672,46,0.11686258167028427,0.664,0.16230874229222536,0.5398
47,0.004993476563080805,47,0.1143004696816206,0.6704,0.1565096995793283,0.5587
48,0.0049931899827153885,48,0.11762547716498375,0.6672,0.17020366098731757,0.545
49,0.004992897250651531,49,0.11355262212455272,0.6688,0.1563380343839526,0.5682
50,0.004992598367611519,50,0.11557253040373325,0.6656,0.17377142645418645,0.5333
51,0.004992293334332817,51,0.10818370059132576,0.69,0.17353922147303819,0.5303
52,0.004991982151568063,52,0.11135471090674401,0.6772,0.17089069448411465,0.5452
53,0.004991664820085071,53,0.10866449922323226,0.702,0.15901034688577056,0.5675
54,0.0049913413406668244,54,0.10947434902191162,0.6848,0.15344118243083357,0.5775
55,0.004991011714111477,55,0.11026912182569504,0.6824,0.19127418380230665,0.5241
56,0.004990675941232349,56,0.10460793301463127,0.7116,0.16405653627589345,0.5637
57,0.004990334022857927,57,0.10538877099752426,0.694,0.15963083896785973,0.5643
58,0.00498998595983186,58,0.10516545511782169,0.7024,0.161788160353899,0.5634
59,0.00498963175301296,59,0.1027269795536995,0.7052,0.1614227544516325,0.5636
60,0.004989271403275196,60,0.10315394997596741,0.712,0.17130470722913743,0.5435
61,0.0049889049115076954,61,0.10490541867911815,0.7064,0.17098649479448796,0.5549
62,0.004988532278614741,62,0.10047446936368942,0.7176,0.16765634436160326,0.5568
63,0.004988153505515767,63,0.10182735584676265,0.7156,0.16178355365991592,0.5702
64,0.0049877685931453575,64,0.10177676789462567,0.7156,0.16753893792629243,0.5647
65,0.004987377542453246,65,0.10235473811626435,0.7068,0.16016671992838383,0.5817
66,0.004986980354404311,66,0.10074902847409248,0.714,0.1612628625705838,0.5723
67,0.004986577029978575,67,0.10175871700048447,0.7092,0.157178857922554,0.584
68,0.004986167570171202,68,0.09728058502078056,0.7176,0.16703744772821666,0.5588
69,0.004985751975992492,69,0.09963654205203057,0.7168,0.1681021167896688,0.5653
70,0.004985330248467882,70,0.09731518626213073,0.7184,0.15803312081843615,0.5889
71,0.004984902388637944,71,0.09835030287504196,0.72,0.15555168306455017,0.5801
72,0.004984468397558378,72,0.09856693893671035,0.7152,0.16504119113087654,0.5668
73,0.004984028276300016,73,0.09661458507180214,0.7148,0.17598144356161355,0.5536
74,0.004983582025948811,74,0.0941790509968996,0.7332,0.1627368955872953,0.5762
75,0.004983129647605843,75,0.09599062725901604,0.722,0.16002453435212374,0.5715
76,0.004982671142387311,76,0.09690220914781093,0.7212,0.16068415213376283,0.5741
77,0.004982206511424529,77,0.09335713535547256,0.7416,0.16199039751663805,0.5757
78,0.004981735755863929,78,0.09230232797563076,0.7356,0.15197546938434242,0.5933
79,0.004981258876867054,79,0.08970116563141346,0.7448,0.16900574266910554,0.5656
80,0.004980775875610555,80,0.09004518911242484,0.7412,0.15302289323881269,0.5894
81,0.00498028675328619,81,0.08577313870191575,0.7516,0.15587467672303318,0.5987
82,0.004979791511100819,82,0.08809155635535718,0.7448,0.16748600080609322,0.5657
83,0.004979290150276402,83,0.08322380110621452,0.7712,0.1590995910577476,0.587
84,0.004978782672049998,84,0.08599049858748913,0.7496,0.17001510094851255,0.5632
85,0.004978269077673761,85,0.08558988459408283,0.768,0.17180097484961152,0.5742
86,0.004977749368414932,86,0.08620012588799,0.7516,0.1613374488428235,0.5908
87,0.004977223545555842,87,0.08758137375116348,0.7456,0.16787052657455206,0.5718
88,0.0049766916103939065,88,0.08528251610696316,0.7664,0.15828668689355255,0.5851
89,0.004976153564241623,89,0.08463969901204109,0.764,0.17018188573420048,0.5763
90,0.0049756094084265675,90,0.08359996043145657,0.75,0.17237549182027578,0.5733
91,0.004975059144291389,91,0.08247901722788811,0.7604,0.15875713974237443,0.5901
92,0.004974502773193811,92,0.08279520981013774,0.764,0.1588950867764652,0.5943
93,0.004973940296506623,93,0.08525848723948001,0.752,0.1707462254911661,0.5843
94,0.00497337171561768,94,0.08409763909876347,0.754,0.16148203341290354,0.598
95,0.0049727970319299,95,0.07914828956127166,0.7748,0.15675115026533604,0.6029
96,0.004972216246861258,96,0.07929581925272941,0.774,0.16404234440997242,0.5909
97,0.004971629361844781,97,0.07908269688487053,0.7804,0.16130203334614635,0.587
98,0.0049710363783285515,98,0.07960139475762844,0.7724,0.1699577652849257,0.5656
99,0.004970437297775697,99,0.08210488557815551,0.7704,0.1635845934972167,0.5924
100,0.004969832121664389,100,0.07831375934183597,0.778,0.1646388305351138,0.5911
101,0.004969220851487839,101,0.07674939967691899,0.7748,0.17220845352858305,0.5791
102,0.004968603488754297,102,0.07675060331821441,0.7844,0.17219100706279278,0.5676
103,0.004967980034987043,103,0.08127775434404612,0.7668,0.1779053445905447,0.5781
104,0.0049673504917243875,104,0.07424085699021817,0.788,0.16668199328705668,0.5843
105,0.004966714860519665,105,0.07407805304974317,0.7864,0.16351480865851045,0.5938
106,0.004966073142941233,106,0.07614099644124508,0.7788,0.16689448906108736,0.5848
107,0.004965425340572467,107,0.07658491730690002,0.7872,0.17143452614545823,0.5836
108,0.004964771455011753,108,0.07325695380568505,0.786,0.168898534309119,0.5854
109,0.00496411148787249,109,0.07624704986810685,0.7816,0.17793212588876486,0.5821
110,0.0049634454407830805,110,0.0735074009746313,0.7852,0.16504240725189448,0.5855
111,0.004962773315386929,111,0.07228152528405189,0.794,0.16564346747472883,0.5892
