step,lr,epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.0001,1,1.0939170120759782,0.7394547869039341,0.26781511773396194,1.4719406209476145,0.9114010209869541,0.47332735413385346
2,0.00009999383162408304,2,0.8240546972372169,0.8514208229033985,0.3232352625127813,1.7804089644654393,0.9614293817356778,0.5440985454904425
3,0.00009997532801828658,3,1.0482541762331072,0.8372505789152445,0.2755713384151512,1.4787856869175566,0.9276233692569484,0.4703296154241751
4,0.00009994449374809851,4,0.9046132598471108,0.8638520224683013,0.2921745303323783,1.3717623179566096,0.9438457175269427,0.4918035306155529
5,0.00009990133642141359,5,0.7883259230379085,0.8755029820626018,0.30410607773187853,1.4837274864459673,0.9486103233125355,0.499286028841725
6,0.0000998458666866564,6,0.6878340662775558,0.8871802211034427,0.32161490175269897,1.653526740931545,0.9524673851389677,0.5186314434293969
7,0.000099778098230154,7,0.672039153578062,0.8957601509952581,0.3414703008062045,1.5951573291895949,0.9626772546795236,0.5554358470924198
8,0.000099698047772759,8,0.5874711580624615,0.9051765634777955,0.33115308519171066,1.898487422896324,0.9655133295519002,0.5377735848572637
9,0.0000996057350657239,9,0.5786774897823653,0.897152869549782,0.3357276544823847,2.1279269310810047,0.9665343165059558,0.5514530620916875
10,0.00009950118288582787,10,0.5728085108425454,0.8938857643212518,0.3411009692912493,2.154175197442553,0.9690300623936472,0.5664768713428617
11,0.00009938441702975689,11,0.5375310370299913,0.89843663202459,0.34128670334384703,1.7674546471659054,0.96528644356211,0.5660887298058308
12,0.00009925546630773869,12,0.4959614952201217,0.895264477179533,0.37408421759116794,1.8638465943758418,0.9723199092456041,0.56704814324915
13,0.00009911436253643444,13,0.45917242919499307,0.9071277458970894,0.3663356569336038,1.8891252808048857,0.9715258082813386,0.5662336080077363
14,0.00009896114053108829,14,0.4311580181509122,0.9100852132645219,0.35300748632384976,2.099216869590097,0.9733408961996597,0.5541913834238729
15,0.00009879583809693738,15,0.42544980942856264,0.9027474803354678,0.3915090375084465,1.715809519427511,0.9776517300056722,0.5812066664073432
16,0.00009861849601988384,16,0.4254034127894945,0.9037941530377736,0.3929850691560213,3.240281397553918,0.9802609188882586,0.5857030294564948
17,0.00009842915805643157,17,0.4137950833916776,0.9056497008894607,0.36416433353537564,2.1134975996466436,0.9782189449801475,0.5768082746818438
18,0.00009822787092288992,18,0.38813807011949514,0.9116627048310264,0.3701034221003699,3.076288707131732,0.9812819058423142,0.5935447723441065
19,0.00009801468428384718,19,0.38754597505565075,0.9059524881417955,0.3529683882596683,2.2189189740712845,0.970504821327283,0.569923861653176
20,0.00009778965073991652,20,0.37905103181355443,0.9065810203200466,0.36271072897505485,1.8533380219223685,0.9812819058423142,0.6094885602039998
21,0.0000975528258147577,21,0.342919016126121,0.9198778328517947,0.46486513670244484,2.9633160194026025,0.9779920589903573,0.5742237855413226
22,0.00009730426794137729,22,0.36267470649281286,0.9069247184497755,0.38993331145443616,1.5314699773144735,0.9743618831537153,0.5849435266215295
23,0.0000970440384477113,23,0.3473195907106817,0.9110224734396364,0.5351901918681999,2.7117035322005414,0.9801474758933636,0.5915262161617676
24,0.0000967722015414934,24,0.3113160548901391,0.9236987886541673,0.4319031546180589,2.652915177802369,0.9836642087351106,0.6087281390661493
25,0.0000964888242944126,25,0.3269927918283527,0.9126248928615922,0.37002225008884276,2.112913077645388,0.979126488939308,0.5910319045817701
26,0.00009619397662556436,26,0.3086706939649728,0.918293841590142,0.5412787334402461,2.9918175192631176,0.9795802609188883,0.5868383150622114
27,0.00009588773128419907,27,0.30155749172898233,0.9191001542691587,0.45538299046285846,2.1229318052750044,0.9820760068065797,0.5966623276728982
28,0.00009557016383177228,28,0.3199545530216467,0.9146568827199782,0.3997071032993554,2.8792579207850397,0.9818491208167895,0.6052130990273022
29,0.00009524135262330099,29,0.2740544568075751,0.9274719370766834,0.4529286524788267,2.354247623455504,0.9788996029495178,0.5911942867373577
