model_arc,train_dataset,val_dataset,num_classes,train_trans,val_trans,train_num,val_num,epochs,max_lr,batch_size,iters/epoch,params,loss_func,optimizer,scheduler
torchvision.models.resnet resnet18,cars_train,cars_val,196,"[Resize(size=(256, 256), interpolation=bilinear, max_size=None, antialias=warn), ToTensor(), RandomHorizontalFlip(p=0.5), RandomRotation(degrees=[0.0, 360.0], interpolation=nearest, expand=False, fill=0)]","[Resize(size=(256, 256), interpolation=bilinear, max_size=None, antialias=warn), ToTensor()]",8144,8041,3,0.0005,128,64,11277060,CrossEntropyLoss(),"Adam ( Parameter Group 0     amsgrad: False     betas: (0.9, 0.999)     capturable: False     differentiable: False     eps: 1e-08     foreach: None     fused: None     initial_lr: 0.0005     lr: 0.0005     maximize: False     weight_decay: 0 )",CosineAnnealingLR ( T_max = 3 base_lrs = [0.0005] eta_min = 0 last_epoch = 0 optimizer = Adam() verbose = False )
