step,lr,epoch,train_loss
1,0.001,1,0.547363817691803
2,0.001,2,0.7081222534179688
3,0.001,3,0.5418105125427246
4,0.001,4,0.4154294431209564
5,0.001,5,0.33798620104789734
6,0.001,6,0.26941946148872375
7,0.001,7,0.25494617223739624
8,0.001,8,0.2321052849292755
9,0.001,9,0.21090207993984222
10,0.001,10,0.1956086903810501
11,0.001,11,0.18502889573574066
12,0.001,12,0.17636798322200775
13,0.001,13,0.16837745904922485
14,0.001,14,0.16038352251052856
15,0.001,15,0.15356013178825378
16,0.001,16,0.14764578640460968
17,0.001,17,0.14200086891651154
18,0.001,18,0.13642798364162445
19,0.001,19,0.13064877688884735
20,0.001,20,0.12496396154165268
21,0.001,21,0.11978043615818024
22,0.001,22,0.11461395025253296
23,0.001,23,0.10954439640045166
24,0.001,24,0.10478372126817703
25,0.001,25,0.09993381798267365
26,0.001,26,0.09486914426088333
27,0.001,27,0.08987019211053848
28,0.001,28,0.08487075567245483
29,0.001,29,0.07972311973571777
30,0.001,30,0.07476767897605896
31,0.001,31,0.06984972953796387
32,0.001,32,0.0651143491268158
33,0.001,33,0.06026202067732811
34,0.001,34,0.055672042071819305
35,0.001,35,0.051154542714357376
36,0.001,36,0.04684950411319733
37,0.001,37,0.042775481939315796
38,0.001,38,0.038976773619651794
39,0.001,39,0.03536884859204292
40,0.001,40,0.03215458616614342
41,0.001,41,0.029233567416667938
42,0.001,42,0.026837434619665146
43,0.001,43,0.025160998106002808
44,0.001,44,0.026398902758955956
45,0.001,45,0.04638068377971649
46,0.001,46,0.14609204232692719
47,0.001,47,0.19202329218387604
48,0.001,48,0.05152100697159767
49,0.001,49,0.08179880678653717
50,0.001,50,0.05801954120397568
51,0.001,51,0.0330418199300766
52,0.001,52,0.03318745270371437
53,0.001,53,0.03322715684771538
54,0.001,54,0.0296759232878685
55,0.001,55,0.027285054326057434
56,0.001,56,0.025616707280278206
57,0.001,57,0.025726234540343285
58,0.001,58,0.0274064764380455
59,0.001,59,0.026381609961390495
60,0.001,60,0.02582361549139023
61,0.001,61,0.024498794227838516
62,0.001,62,0.0220782607793808
63,0.001,63,0.02110189199447632
64,0.001,64,0.020697932690382004
65,0.001,65,0.020168978720903397
66,0.001,66,0.020452726632356644
67,0.001,67,0.019748812541365623
68,0.001,68,0.019503505900502205
69,0.001,69,0.018868442624807358
70,0.001,70,0.018487393856048584
71,0.001,71,0.017957540228962898
72,0.001,72,0.01750030368566513
73,0.001,73,0.01715308427810669
74,0.001,74,0.016953859478235245
75,0.001,75,0.016550099477171898
76,0.001,76,0.016375111415982246
77,0.001,77,0.01618179865181446
78,0.001,78,0.01591545157134533
79,0.001,79,0.015852155163884163
80,0.001,80,0.015729336068034172
81,0.001,81,0.01552328560501337
82,0.001,82,0.015377667732536793
83,0.001,83,0.015288472175598145
84,0.001,84,0.015110726468265057
85,0.001,85,0.014954865910112858
86,0.001,86,0.014788109809160233
87,0.001,87,0.014587227255105972
88,0.001,88,0.014447585679590702
89,0.001,89,0.01431153155863285
90,0.001,90,0.01421723235398531
91,0.001,91,0.014050828292965889
92,0.001,92,0.013955041766166687
93,0.001,93,0.013834602199494839
94,0.001,94,0.013719959184527397
95,0.001,95,0.013600185513496399
96,0.001,96,0.01347002200782299
97,0.001,97,0.01337528694421053
98,0.001,98,0.013272685930132866
99,0.001,99,0.013161764480173588
100,0.001,100,0.013090889900922775
