step,epoch,lr,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
1,1,0.005,0.23151914999485015,0.9041,0.4506663064956665,0.843,1744268032.683512,2025/04/10 15:53:52,12.712366819381714,12.7s
2,2,0.0049987664009143295,0.18084305400848388,0.9288,0.13788838875293732,0.9415,1744268045.1531572,2025/04/10 15:54:05,25.18201208114624,25.2s
3,3,0.00499506682107068,0.14358537883758546,0.9432,0.27810852921009066,0.9,1744268057.534114,2025/04/10 15:54:17,37.562968730926514,37.6s
4,4,0.004988904911507701,0.14567832551002502,0.9427,0.09974926280975342,0.9635,1744268069.8804271,2025/04/10 15:54:29,49.909281969070435,49.9s
5,5,0.004980286753286196,0.12947013506889343,0.9512,0.09141024047136306,0.963,1744268082.2763326,2025/04/10 15:54:42,62.305187463760376,1.0m
6,6,0.004969220851487845,0.1112169195830822,0.9588,0.08094158786535263,0.968,1744268094.643008,2025/04/10 15:54:54,74.67186284065247,1.2m
7,7,0.004955718126821723,0.1023545256614685,0.9612,0.06627728979289532,0.9765,1744268107.055016,2025/04/10 15:55:07,87.08387088775635,1.5m
8,8,0.004939791904846869,0.10117586498260497,0.9618,0.0719134466201067,0.9735,1744268119.4773436,2025/04/10 15:55:19,99.50619840621948,1.7m
9,9,0.004921457902821578,0.10315099273920059,0.9595,0.10342008173465729,0.9595,1744268131.8553472,2025/04/10 15:55:31,111.884202003479,1.9m
10,10,0.004900734214192358,0.09830713990926743,0.9635,0.07316073092818261,0.97,1744268144.1243367,2025/04/10 15:55:44,124.15319156646729,2.1m
11,11,0.004877641290737884,0.0857660946726799,0.9678,0.07128088364005089,0.9735,1744268156.3954792,2025/04/10 15:55:56,136.42433404922485,2.3m
12,12,0.004852201922385563,0.07855871615409851,0.9709,0.04967482179403305,0.98,1744268168.6793172,2025/04/10 15:56:08,148.708172082901,2.5m
13,13,0.004824441214720628,0.07625439714193344,0.9714,0.045879586309194566,0.9845,1744268180.9483478,2025/04/10 15:56:20,160.9772026538849,2.7m
14,14,0.004794386564209952,0.0777997700214386,0.9706,0.05015290734916925,0.9805,1744268193.2242832,2025/04/10 15:56:33,173.25313806533813,2.9m
15,15,0.004762067631165048,0.07380191440582276,0.9724,0.05877215388417244,0.9815,1744268205.4874244,2025/04/10 15:56:45,185.51627922058105,3.1m
16,16,0.004727516310470919,0.07749630060195922,0.9709,0.0759247947782278,0.9765,1744268217.7475414,2025/04/10 15:56:57,197.77639627456665,3.3m
17,17,0.0046907667001096585,0.08845669422149659,0.9672,0.0498020751029253,0.9815,1744268230.0197766,2025/04/10 15:57:10,210.04863142967224,3.5m
18,18,0.004651855067509859,0.06516378280967473,0.9755,0.04801735608279705,0.984,1744268242.3316832,2025/04/10 15:57:22,222.36053800582886,3.7m
19,19,0.004610819813755038,0.06017287947535515,0.9773,0.043433071136474606,0.986,1744268254.6763954,2025/04/10 15:57:34,234.7052502632141,3.9m
20,20,0.004567701435686405,0.059341935634613034,0.9782,0.0409499491751194,0.986,1744268267.101629,2025/04/10 15:57:47,247.13048386573792,4.1m
21,21,0.004522542485937369,0.057939342296123506,0.978,0.03788668891042471,0.987,1744268279.6200426,2025/04/10 15:57:59,259.6488974094391,4.3m
22,22,0.004475387530939226,0.06045070540439337,0.9766,0.043637127041816715,0.983,1744268292.4287968,2025/04/10 15:58:12,272.4576516151428,4.5m
23,23,0.004426283106939473,0.05736080849170685,0.9776,0.040729820519685746,0.985,1744268305.205893,2025/04/10 15:58:25,285.2347478866577,4.8m
24,24,0.004375277674076149,0.05437531156539917,0.9793,0.04618660012632608,0.987,1744268317.7391498,2025/04/10 15:58:37,297.768004655838,5.0m
25,25,0.00432242156855353,0.05517767516970634,0.9793,0.04903974282741547,0.985,1744268330.2469726,2025/04/10 15:58:50,310.2758274078369,5.2m
26,26,0.004267766952966369,0.05169135684967041,0.9798,0.05684982812404633,0.984,1744268342.847074,2025/04/10 15:59:02,322.8759288787842,5.4m
27,27,0.004211367764821722,0.05795172318220138,0.9773,0.046289447367191316,0.983,1744268355.3197017,2025/04/10 15:59:15,335.3485565185547,5.6m
28,28,0.00415327966330913,0.05439996538758278,0.9794,0.07363243249058724,0.98,1744268367.758846,2025/04/10 15:59:27,347.78770089149475,5.8m
29,29,0.004093559974371725,0.05118417897224426,0.9811,0.04327922763302922,0.987,1744268380.3404222,2025/04/10 15:59:40,360.36927700042725,6.0m
30,30,0.004032267634132442,0.05644582121372223,0.9789,0.04569156268239021,0.986,1744268393.1005876,2025/04/10 15:59:53,373.1294424533844,6.2m
31,31,0.003969463130731184,0.04799751708507538,0.9818,0.051537766456604,0.984,1744268406.070923,2025/04/10 16:00:06,386.0997779369354,6.4m
32,32,0.0039052084446303276,0.04823094962835312,0.9826,0.05030805277824402,0.98,1744268418.6631088,2025/04/10 16:00:18,398.69196367263794,6.6m
33,33,0.0038395669874474922,0.058100313198566435,0.9791,0.04617545676231384,0.9835,1744268431.2236588,2025/04/10 16:00:31,411.25251364707947,6.9m
34,34,0.003772603539375929,0.04508094989955425,0.9841,0.04886991022527218,0.9855,1744268443.840024,2025/04/10 16:00:43,423.86887884140015,7.1m
35,35,0.003704384185254289,0.042958835351467134,0.9853,0.04093491506576538,0.985,1744268456.2737515,2025/04/10 16:00:56,436.302606344223,7.3m
36,36,0.0036349762493488678,0.041259290173649786,0.9848,0.04386007416248321,0.9845,1744268468.7316835,2025/04/10 16:01:08,448.76053833961487,7.5m
37,37,0.0035644482289126827,0.041626938599348066,0.9837,0.04366508014500141,0.9825,1744268481.2360768,2025/04/10 16:01:21,461.264931678772,7.7m
38,38,0.0034928697265869525,0.03931608780026436,0.9847,0.03344013987481594,0.988,1744268493.813005,2025/04/10 16:01:33,473.8418598175049,7.9m
39,39,0.0034203113817116966,0.04100431498885155,0.9849,0.04689339043572545,0.986,1744268506.5106537,2025/04/10 16:01:46,486.5395085811615,8.1m
40,40,0.00334684480061323,0.04563435245752335,0.9837,0.056020636856555936,0.98,1744268519.5098264,2025/04/10 16:01:59,499.538681268692,8.3m
41,41,0.00327254248593737,0.04980227906256914,0.9814,0.05006675027310848,0.979,1744268532.5035515,2025/04/10 16:02:12,512.5324063301086,8.5m
42,42,0.003197477765098075,0.043784340613335374,0.9838,0.04365627565979958,0.986,1744268544.9316947,2025/04/10 16:02:24,524.9605495929718,8.7m
43,43,0.003121724717912138,0.03781996592432261,0.9851,0.034010831385850905,0.989,1744268557.3167753,2025/04/10 16:02:37,537.3456301689148,9.0m
44,44,0.003045358103491358,0.03201690514236689,0.9885,0.03717409378290176,0.987,1744268569.7813098,2025/04/10 16:02:49,549.8101646900177,9.2m
45,45,0.0029684532864643134,0.03700518633127212,0.987,0.0442260947227478,0.9845,1744268582.2120404,2025/04/10 16:03:02,562.2408952713013,9.4m
46,46,0.002891086162600579,0.03304816347956657,0.9881,0.04255886186659336,0.9875,1744268594.7130728,2025/04/10 16:03:14,574.7419276237488,9.6m
47,47,0.0028133330839107628,0.029146295976638793,0.9905,0.04910668177902699,0.9845,1744268607.0763526,2025/04/10 16:03:27,587.1052074432373,9.8m
48,48,0.0027352707832962874,0.025534577979147433,0.9915,0.04015406786650419,0.9875,1744268619.5355241,2025/04/10 16:03:39,599.5643789768219,10.0m
49,49,0.0026569762988232853,0.03295405020713806,0.9883,0.038899848429486156,0.9845,1744268632.0907907,2025/04/10 16:03:52,612.1196455955505,10.2m
50,50,0.0025785268976953224,0.03436484955996275,0.9876,0.04040533241629601,0.988,1744268644.515197,2025/04/10 16:04:04,624.5440518856049,10.4m
51,51,0.002500000000000002,0.030594258692860605,0.9883,0.047285179674625394,0.9815,1744268656.9679399,2025/04/10 16:04:16,636.9967947006226,10.6m
52,52,0.002421473102304681,0.035597153389453885,0.9863,0.043072897132486104,0.985,1744268669.4280791,2025/04/10 16:04:29,649.4569339752197,10.8m
53,53,0.0023430237011767183,0.03572694274783134,0.9863,0.04179675954580307,0.9865,1744268681.9089346,2025/04/10 16:04:41,661.937789440155,11.0m
54,54,0.002264729216703716,0.03080078693330288,0.9885,0.036195153441280124,0.988,1744268694.4711883,2025/04/10 16:04:54,674.5000431537628,11.2m
55,55,0.0021866669160892412,0.02879079977273941,0.9891,0.03670159432291985,0.99,1744268707.0626037,2025/04/10 16:05:07,687.0914585590363,11.5m
56,56,0.0021089138373994246,0.029617422473430632,0.9897,0.03561931952834129,0.988,1744268719.7265005,2025/04/10 16:05:19,699.7553553581238,11.7m
57,57,0.00203154671353569,0.026493132588267326,0.99,0.04001318886876106,0.987,1744268732.2853792,2025/04/10 16:05:32,712.3142340183258,11.9m
58,58,0.001954641896508646,0.022420557048916816,0.9922,0.03456268748268485,0.989,1744268744.9083967,2025/04/10 16:05:44,724.9372515678406,12.1m
59,59,0.0018782752820878643,0.024868161506950856,0.9904,0.03371439608931542,0.99,1744268757.7559931,2025/04/10 16:05:57,737.7848479747772,12.3m
60,60,0.0018025222349019286,0.027004112857114522,0.9895,0.03234859749674797,0.9885,1744268770.3836923,2025/04/10 16:06:10,750.4125471115112,12.5m
