step,lr,epoch,train_loss
1,0.0001,1,0.009812100011259317
2,0.0001,2,0.002297163801888625
3,0.0001,3,0.002234029861042897
4,0.0001,4,0.0021908184347550074
5,0.0001,5,0.0021690992522239686
6,0.0001,6,0.0021506226928532123
7,0.0001,7,0.0021252434070408344
8,0.0001,8,0.0021017813031375407
9,0.0001,9,0.0021084452544152736
10,0.0001,10,0.0020806094881892206
11,0.0001,11,0.0020731769793728987
12,0.0001,12,0.0020681689070165157
13,0.0001,13,0.002062477906048298
14,0.0001,14,0.002058806271950404
15,0.0001,15,0.0020525660076737406
16,0.0001,16,0.0020411460341016453
17,0.0001,17,0.0020357934731741745
18,0.0001,18,0.002042725692341725
19,0.0001,19,0.0020376446231206258
20,0.0001,20,0.00202735323920846
21,0.0001,21,0.0020155268956224123
22,0.0001,22,0.002024971421062946
23,0.0001,23,0.0020182930720845857
24,0.0001,24,0.002004272095163663
25,0.0001,25,0.0020069362598160905
26,0.0001,26,0.0020146980362137157
27,0.0001,27,0.0019966515294710797
28,0.0001,28,0.0020014537914594013
29,0.0001,29,0.0019999845307072
30,0.0001,30,0.0020052248819669087
31,0.0001,31,0.0020096730709572635
32,0.0001,32,0.0019938497115671635
33,0.0001,33,0.002005340164254109
34,0.0001,34,0.0020063013435900213
35,0.0001,35,0.0019934731733302277
36,0.0001,36,0.0019889056349297364
37,0.0001,37,0.0019803531276186307
38,0.0001,38,0.0019900537344316642
39,0.0001,39,0.0019851107121507325
40,0.0001,40,0.0019799660843610764
41,0.0001,41,0.001986651349961758
42,0.0001,42,0.001989133357902368
43,0.0001,43,0.0019885210820039115
44,0.0001,44,0.0019741655523081623
45,0.0001,45,0.001982908646961053
46,0.0001,46,0.001988043806552887
47,0.0001,47,0.0019895733298858007
48,0.0001,48,0.0019835641165077684
49,0.0001,49,0.001973298830638329
50,0.0001,50,0.001974003471583128
51,0.0001,51,0.0019774411117533842
52,0.0001,52,0.001972375495831172
53,0.0001,53,0.0019730566040674843
54,0.0001,54,0.0019773841364681723
55,0.0001,55,0.0019801488953332105
56,0.0001,56,0.001978994387735923
57,0.0001,57,0.001973689788083235
58,0.0001,58,0.0019804579436282317
59,0.0001,59,0.0019639384454488754
60,0.0001,60,0.0019773918288449447
61,0.0001,61,0.001966943437208732
62,0.0001,62,0.0019639460407197477
63,0.0001,63,0.0019778084176282087
64,0.0001,64,0.0019737477381527426
65,0.0001,65,0.0019763473747173945
66,0.0001,66,0.0019623742923140525
67,0.0001,67,0.001980408030351003
68,0.0001,68,0.001958847648650408
69,0.0001,69,0.001966289016952117
70,0.0001,70,0.001963260074009498
71,0.0001,71,0.0019557973337670166
72,0.0001,72,0.0019640418431162835
73,0.0001,73,0.0019670070208112397
74,0.0001,74,0.0019684232320884864
75,0.0001,75,0.0019612139296531677
76,0.0001,76,0.001948117764145136
77,0.0001,77,0.0019601401085158187
78,0.0001,78,0.001957951577504476
79,0.0001,79,0.0019701813092331093
80,0.0001,80,0.001954942118724187
81,0.0001,81,0.001955308883935213
82,0.0001,82,0.001949238468358914
83,0.0001,83,0.001959278799990813
84,0.0001,84,0.00195112374573946
85,0.0001,85,0.0019548592166105908
86,0.0001,86,0.0019516526029010614
87,0.0001,87,0.0019566007537643116
88,0.0001,88,0.0019565008443097275
89,0.0001,89,0.001958887481242418
90,0.0001,90,0.0019519626050194105
91,0.0001,91,0.00195899763956666
92,0.0001,92,0.001954865864167611
93,0.0001,93,0.0019498939953247706
94,0.0001,94,0.0019502691100537776
95,0.0001,95,0.0019506377232074738
96,0.0001,96,0.0019456578916807968
97,0.0001,97,0.0019421549286941686
98,0.0001,98,0.001952952014307181
99,0.0001,99,0.0019487117029726505
100,0.0001,100,0.0019592428907752035
