model_arc,train_dataset,val_dataset,num_classes,train_trans,val_trans,train_num,val_num,epochs,max_lr,batch_size,iters/epoch,params,loss_func,optimizer,scheduler,lr,epoch,train_loss,train_acc,val_loss,val_acc
models.gitresnet resnet18,cifar10_train,cifar10_val,10,"[ToTensor(), RandomHorizontalFlip(p=0.5), RandomRotation(degrees=[0.0, 360.0], interpolation=nearest, expand=False, fill=0)]",[ToTensor()],50000,10000,100,0.00005,128,391,11173962,CrossEntropyLoss(),"Adam ( Parameter Group 0     amsgrad: False     betas: (0.9, 0.999)     capturable: False     differentiable: False     eps: 1e-08     foreach: None     fused: None     initial_lr: 5e-05     lr: 5e-05     maximize: False     weight_decay: 0 )",CosineAnnealingLR ( T_max = 100 base_lrs = [5e-05] eta_min = 0 last_epoch = 0 optimizer = Adam() verbose = False ),1.233599085671002e-8,100,0.108069809486866,0.8497,0.18059042693376542,0.7625
