step,lr,epoch,train_loss
1,0.001,1,0.5854368209838867
2,0.001,2,0.9000704884529114
3,0.001,3,0.633375346660614
4,0.001,4,0.3609694540500641
5,0.001,5,0.32199716567993164
6,0.001,6,0.28988635540008545
7,0.001,7,0.2512727379798889
8,0.001,8,0.2266434282064438
9,0.001,9,0.21801653504371643
10,0.001,10,0.2066468894481659
11,0.001,11,0.19355912506580353
12,0.001,12,0.18516620993614197
13,0.001,13,0.17828932404518127
14,0.001,14,0.1724434494972229
15,0.001,15,0.16543561220169067
16,0.001,16,0.15879590809345245
17,0.001,17,0.1528571993112564
18,0.001,18,0.14754267036914825
19,0.001,19,0.14243219792842865
20,0.001,20,0.1373344361782074
21,0.001,21,0.1323927491903305
22,0.001,22,0.12722089886665344
23,0.001,23,0.12210749089717865
24,0.001,24,0.11690080165863037
25,0.001,25,0.11188402771949768
26,0.001,26,0.10678359866142273
27,0.001,27,0.10134624689817429
28,0.001,28,0.0960625559091568
29,0.001,29,0.09095361828804016
30,0.001,30,0.08598096668720245
31,0.001,31,0.08086799830198288
32,0.001,32,0.07551684230566025
33,0.001,33,0.07050994783639908
34,0.001,34,0.06567385047674179
35,0.001,35,0.060753535479307175
36,0.001,36,0.05605759844183922
37,0.001,37,0.05147420987486839
38,0.001,38,0.0472923219203949
39,0.001,39,0.04382297024130821
40,0.001,40,0.044270943850278854
41,0.001,41,0.07138348370790482
42,0.001,42,0.20237837731838226
43,0.001,43,0.19196133315563202
44,0.001,44,0.04148827865719795
45,0.001,45,0.08687663078308105
46,0.001,46,0.07107606530189514
47,0.001,47,0.035151220858097076
48,0.001,48,0.034619394689798355
49,0.001,49,0.03595801815390587
50,0.001,50,0.03259318321943283
51,0.001,51,0.028747590258717537
52,0.001,52,0.029196495190262794
53,0.001,53,0.0306660495698452
54,0.001,54,0.030340157449245453
55,0.001,55,0.02832801826298237
56,0.001,56,0.0266791470348835
57,0.001,57,0.025638869032263756
58,0.001,58,0.02498326636850834
59,0.001,59,0.024113750085234642
60,0.001,60,0.023267677053809166
61,0.001,61,0.02329152077436447
62,0.001,62,0.02262139320373535
63,0.001,63,0.021671071648597717
64,0.001,64,0.02148839645087719
65,0.001,65,0.02103102020919323
66,0.001,66,0.020591817796230316
67,0.001,67,0.020711738616228104
68,0.001,68,0.020897291600704193
69,0.001,69,0.021488793194293976
70,0.001,70,0.023102225735783577
71,0.001,71,0.02713080123066902
72,0.001,72,0.03313562273979187
73,0.001,73,0.03577375411987305
74,0.001,74,0.027909211814403534
75,0.001,75,0.0197613425552845
76,0.001,76,0.0241782795637846
77,0.001,77,0.023948902264237404
78,0.001,78,0.018056560307741165
79,0.001,79,0.021447062492370605
80,0.001,80,0.019496770575642586
81,0.001,81,0.018837183713912964
82,0.001,82,0.01918611489236355
83,0.001,83,0.017819125205278397
84,0.001,84,0.018866166472434998
85,0.001,85,0.01729043945670128
86,0.001,86,0.018135152757167816
87,0.001,87,0.017131445929408073
88,0.001,88,0.01764320768415928
89,0.001,89,0.016798021271824837
90,0.001,90,0.017167462036013603
91,0.001,91,0.016606362536549568
92,0.001,92,0.01675819791853428
93,0.001,93,0.01645401306450367
94,0.001,94,0.016421040520071983
95,0.001,95,0.016245150938630104
96,0.001,96,0.016155730932950974
97,0.001,97,0.01609918847680092
98,0.001,98,0.01583460532128811
99,0.001,99,0.015903186053037643
100,0.001,100,0.01567409746348858
