step,epoch,lr,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,val_loss,val_acc
1,1,0.005,0.5003045652707417,0.821,1744311962.8193521,2025/04/11 04:06:02,3.775407075881958,3.8s,,
2,2,0.0049999721861892854,0.28683835864067075,0.8823333333333333,1744311966.1258545,2025/04/11 04:06:06,7.081909418106079,7.1s,,
3,3,0.004999888745376028,0.2658370026747386,0.8956666666666667,1744311969.4825819,2025/04/11 04:06:09,10.438636779785156,10.4s,,
4,4,0.004999749679416873,0.2430234095652898,0.9023333333333333,1744311972.8407204,2025/04/11 04:06:12,13.796775341033936,13.8s,,
5,5,0.004999554991406184,0.2188980811436971,0.913,1744311976.1968358,2025/04/11 04:06:16,17.15289068222046,17.2s,,
6,6,0.004999304685675973,0.20996269234021506,0.9126666666666666,1744311979.559162,2025/04/11 04:06:19,20.515216827392578,20.5s,,
7,7,0.004998998767795805,0.20618410356839498,0.919,1744311983.6325922,2025/04/11 04:06:23,24.58864712715149,24.6s,0.2407641749382019,0.904
8,8,0.004998637244572675,0.19093794230620068,0.9266666666666666,1744311987.7233086,2025/04/11 04:06:27,28.679363489151,28.7s,,
9,9,0.0049982201240508515,0.18796628562609355,0.9253333333333333,1744311991.07407,2025/04/11 04:06:31,32.03012490272522,32.0s,,
10,10,0.004997747415511705,0.17699807620048522,0.9283333333333333,1744311994.413772,2025/04/11 04:06:34,35.36982703208923,35.4s,,
11,11,0.004997219129473496,0.17808657292524974,0.9283333333333333,1744311997.7413967,2025/04/11 04:06:37,38.6974515914917,38.7s,,
12,12,0.004996635277691142,0.1738489154179891,0.931,1744312001.2204127,2025/04/11 04:06:41,42.17646765708923,42.2s,,
13,13,0.004995995873155959,0.1705154307881991,0.9313333333333333,1744312004.563313,2025/04/11 04:06:44,45.519367933273315,45.5s,,
14,14,0.0049953009300953664,0.14887607900301617,0.942,1744312008.6526525,2025/04/11 04:06:48,49.608707427978516,49.6s,0.2359675352573395,0.909
15,15,0.004994550463972578,0.13452846093972523,0.9453333333333334,1744312012.7224195,2025/04/11 04:06:52,53.67847442626953,53.7s,,
16,16,0.004993744491486251,0.1422103460431099,0.9413333333333334,1744312016.0374897,2025/04/11 04:06:56,56.993544578552246,57.0s,,
17,17,0.004992883030570117,0.13337593241532644,0.9506666666666667,1744312019.4139574,2025/04/11 04:06:59,60.370012283325195,1.0m,,
18,18,0.004991966100392586,0.13778797376155855,0.945,1744312022.77177,2025/04/11 04:07:02,63.72782492637634,1.1m,,
19,19,0.004990993721356317,0.1436499270995458,0.9433333333333334,1744312026.1005263,2025/04/11 04:07:06,67.0565812587738,1.1m,,
20,20,0.004989965915097761,0.10997271958986918,0.9563333333333334,1744312030.1535056,2025/04/11 04:07:10,71.10956048965454,1.2m,0.09374997025728225,0.9615
21,21,0.004988882704486687,0.11518697841962179,0.955,1744312034.21232,2025/04/11 04:07:14,75.16837501525879,1.3m,,
22,22,0.004987744113625665,0.10761976769566536,0.958,1744312037.55069,2025/04/11 04:07:17,78.50674486160278,1.3m,,
23,23,0.0049865501678495365,0.10501019358634948,0.9566666666666667,1744312040.9028769,2025/04/11 04:07:20,81.85893177986145,1.4m,,
24,24,0.004985300893724847,0.1088328989346822,0.9583333333333334,1744312044.234568,2025/04/11 04:07:24,85.19062304496765,1.4m,,
25,25,0.004983996319049257,0.10376023731629054,0.9636666666666667,1744312047.5466447,2025/04/11 04:07:27,88.50269961357117,1.5m,,
26,26,0.0049826364728509185,0.09282498961687088,0.9636666666666667,1744312050.851109,2025/04/11 04:07:30,91.80716395378113,1.5m,,
27,27,0.004981221385387836,0.09625763774911562,0.9646666666666667,1744312054.889198,2025/04/11 04:07:34,95.84525299072266,1.6m,0.08424142056703568,0.9695
28,28,0.004979751088147191,0.08624962908029556,0.9696666666666667,1744312059.0127676,2025/04/11 04:07:39,99.96882247924805,1.7m,,
