step,epoch,lr,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
1,1,0.005,0.3400020299911499,0.871,0.2452875232696533,0.898,1744267651.8929331,2025/04/10 15:47:31,12.713623523712158,12.7s
2,2,0.0049987664009143295,0.23060394253730773,0.9081,0.2682517386078834,0.9165,1744267663.5956495,2025/04/10 15:47:43,24.416339874267578,24.4s
3,3,0.00499506682107068,0.1936208682537079,0.9257,0.13312328386306763,0.95,1744267675.2643764,2025/04/10 15:47:55,36.08506679534912,36.1s
4,4,0.004988904911507701,0.17130298824310303,0.9337,0.1305953141450882,0.951,1744267686.932921,2025/04/10 15:48:06,47.75361132621765,47.8s
5,5,0.004980286753286196,0.14541778365373612,0.9445,0.09718645966053009,0.962,1744267698.6982272,2025/04/10 15:48:18,59.51891756057739,59.5s
6,6,0.004969220851487845,0.12183861675858497,0.9549,0.11345925246179103,0.966,1744267710.48227,2025/04/10 15:48:30,71.30296039581299,1.2m
7,7,0.004955718126821723,0.11184542250782252,0.9557,0.08396049672365188,0.9735,1744267722.2688823,2025/04/10 15:48:42,83.08957266807556,1.4m
8,8,0.004939791904846869,0.09972731714248657,0.9609,0.08382830286026001,0.9675,1744267734.1010954,2025/04/10 15:48:54,94.92178583145142,1.6m
9,9,0.004921457902821578,0.10005740917921066,0.9634,0.08115000015497208,0.972,1744267745.901491,2025/04/10 15:49:05,106.72218132019043,1.8m
10,10,0.004900734214192358,0.09603810050785541,0.9629,0.0688985161781311,0.9735,1744267757.6790776,2025/04/10 15:49:17,118.49976801872253,2.0m
11,11,0.004877641290737884,0.08770495896935462,0.968,0.06946469697356224,0.9735,1744267769.560122,2025/04/10 15:49:29,130.38081240653992,2.2m
12,12,0.004852201922385563,0.08658878895044327,0.9673,0.06904901421815157,0.976,1744267781.3975217,2025/04/10 15:49:41,142.21821212768555,2.4m
