step,epoch,lr,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
1,1,0.005,0.564522932767868,0.754,2.4057450847625734,0.6005,1744267864.5977159,2025/04/10 15:51:04,2.381718873977661,2.4s
2,2,0.0048776412907378846,0.2956880874633789,0.882,1.9735917625427246,0.579,1744267866.5573032,2025/04/10 15:51:06,4.341306209564209,4.3s
3,3,0.0045225424859373685,0.2686082119941711,0.891,0.7404165315628052,0.801,1744267868.531546,2025/04/10 15:51:08,6.31554913520813,6.3s
4,4,0.003969463130731183,0.21597581911087035,0.915,0.3398143858909607,0.894,1744267870.5176656,2025/04/10 15:51:10,8.301668643951416,8.3s
5,5,0.0032725424859373687,0.22454178273677827,0.905,0.289579626083374,0.8815,1744267872.521925,2025/04/10 15:51:12,10.305927991867065,10.3s
6,6,0.0025,0.184613073348999,0.935,0.22961884355545045,0.91,1744267874.5063272,2025/04/10 15:51:14,12.290330171585083,12.3s
7,7,0.0017274575140626316,0.19388653075695036,0.921,0.23977112269401551,0.9065,1744267876.5198948,2025/04/10 15:51:16,14.303897857666016,14.3s
8,8,0.0010305368692688174,0.1844684817790985,0.923,0.21079184103012086,0.917,1744267878.5336301,2025/04/10 15:51:18,16.317633152008057,16.3s
9,9,0.00047745751406263163,0.16511326134204865,0.935,0.19737091064453124,0.9265,1744267880.5735452,2025/04/10 15:51:20,18.357548236846924,18.4s
10,10,0.00012235870926211617,0.17034361350536348,0.932,0.18872678971290588,0.9245,1744267882.6164956,2025/04/10 15:51:22,20.400498628616333,20.4s
