model_arc,train_dataset,num_classes,train_trans,train_num,epochs,max_lr,batch_size,iters/epoch,params,loss_func,optimizer,scheduler
models.csg_nets AutoEncoder,cifar10_train,10,"[Resize(size=(64, 64), interpolation=bilinear, max_size=None, antialias=warn), ToTensor()]",5,100,0.001,32,1,2678155,MSELoss(),"Adam ( Parameter Group 0     amsgrad: False     betas: (0.9, 0.999)     capturable: False     differentiable: False     eps: 1e-07     foreach: None     fused: None     lr: 0.001     maximize: False     weight_decay: 0 )",
