step,epoch,lr,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
1,1,0.005,0.4112739980220795,0.831,1.963907901763916,0.5,1744267864.5977159,2025/04/10 15:51:04,2.381718873977661,2.4s
2,2,0.0048776412907378846,0.256495712518692,0.901,2.802585350036621,0.5065,1744267866.5573032,2025/04/10 15:51:06,4.341306209564209,4.3s
3,3,0.0045225424859373685,0.22288076949119567,0.905,1.486937837600708,0.6425,1744267868.531546,2025/04/10 15:51:08,6.31554913520813,6.3s
4,4,0.003969463130731183,0.17514048755168915,0.927,0.30120132994651794,0.9005,1744267870.5176656,2025/04/10 15:51:10,8.301668643951416,8.3s
5,5,0.0032725424859373687,0.17042818677425384,0.929,0.2554326629638672,0.9005,1744267872.521925,2025/04/10 15:51:12,10.305927991867065,10.3s
6,6,0.0025,0.15494217205047608,0.939,0.17955223202705384,0.9335,1744267874.5063272,2025/04/10 15:51:14,12.290330171585083,12.3s
7,7,0.0017274575140626316,0.13825500386953354,0.943,0.1566332117319107,0.9405,1744267876.5198948,2025/04/10 15:51:16,14.303897857666016,14.3s
8,8,0.0010305368692688174,0.13045020174980163,0.949,0.15765292912721635,0.9375,1744267878.5336301,2025/04/10 15:51:18,16.317633152008057,16.3s
9,9,0.00047745751406263163,0.12158922696113586,0.954,0.1420598819255829,0.945,1744267880.5735452,2025/04/10 15:51:20,18.357548236846924,18.4s
10,10,0.00012235870926211617,0.12170178520679474,0.954,0.13691379058361053,0.9485,1744267882.6164956,2025/04/10 15:51:22,20.400498628616333,20.4s
