step,epoch,lr,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
1,1,0.005,0.24028919209241867,0.8961,0.3983552317619324,0.852,1744268032.683512,2025/04/10 15:53:52,12.712366819381714,12.7s
2,2,0.0049987664009143295,0.1817628354549408,0.9266,0.12586370795965196,0.949,1744268045.1531572,2025/04/10 15:54:05,25.18201208114624,25.2s
3,3,0.00499506682107068,0.15576625356674195,0.9379,0.1414933557510376,0.949,1744268057.534114,2025/04/10 15:54:17,37.562968730926514,37.6s
4,4,0.004988904911507701,0.1514342248916626,0.9409,0.09977158224582672,0.965,1744268069.8804271,2025/04/10 15:54:29,49.909281969070435,49.9s
5,5,0.004980286753286196,0.14105839290618896,0.9441,0.15682709884643556,0.946,1744268082.2763326,2025/04/10 15:54:42,62.305187463760376,1.0m
6,6,0.004969220851487845,0.12076022876501083,0.9515,0.08187708538770676,0.9725,1744268094.643008,2025/04/10 15:54:54,74.67186284065247,1.2m
7,7,0.004955718126821723,0.1096620810508728,0.9581,0.09518065166473388,0.968,1744268107.055016,2025/04/10 15:55:07,87.08387088775635,1.5m
8,8,0.004939791904846869,0.10180338077545166,0.9608,0.10361263471841813,0.965,1744268119.4773436,2025/04/10 15:55:19,99.50619840621948,1.7m
9,9,0.004921457902821578,0.10620878698527814,0.96,0.06072246980667114,0.977,1744268131.8553472,2025/04/10 15:55:31,111.884202003479,1.9m
10,10,0.004900734214192358,0.09253397738933564,0.9637,0.05527846148610115,0.9795,1744268144.1243367,2025/04/10 15:55:44,124.15319156646729,2.1m
11,11,0.004877641290737884,0.08201981503963471,0.9692,0.06974531173706054,0.974,1744268156.3954792,2025/04/10 15:55:56,136.42433404922485,2.3m
12,12,0.004852201922385563,0.0837440777540207,0.9659,0.05780146580934525,0.98,1744268168.6793172,2025/04/10 15:56:08,148.708172082901,2.5m
13,13,0.004824441214720628,0.07809923431873321,0.9702,0.05490842527151108,0.9825,1744268180.9483478,2025/04/10 15:56:20,160.9772026538849,2.7m
14,14,0.004794386564209952,0.07897197275161744,0.9696,0.07271913608908653,0.9735,1744268193.2242832,2025/04/10 15:56:33,173.25313806533813,2.9m
15,15,0.004762067631165048,0.07273265657424927,0.9724,0.12434191137552261,0.9555,1744268205.4874244,2025/04/10 15:56:45,185.51627922058105,3.1m
16,16,0.004727516310470919,0.0841404704093933,0.9672,0.06441159946471453,0.979,1744268217.7475414,2025/04/10 15:56:57,197.77639627456665,3.3m
17,17,0.0046907667001096585,0.08321868133544921,0.9668,0.04695091244950891,0.983,1744268230.0197766,2025/04/10 15:57:10,210.04863142967224,3.5m
