step,epoch,lr,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
1,1,0.005,0.28024117236733437,0.8873,0.2004314877986908,0.927,1744268032.683512,2025/04/10 15:53:52,12.712366819381714,12.7s
2,2,0.0049987664009143295,0.1938756297826767,0.9252,0.1664574120044708,0.9355,1744268045.1531572,2025/04/10 15:54:05,25.18201208114624,25.2s
3,3,0.00499506682107068,0.16383924384117127,0.9357,0.15753184294700623,0.9395,1744268057.534114,2025/04/10 15:54:17,37.562968730926514,37.6s
4,4,0.004988904911507701,0.1636557834148407,0.9357,0.18211298644542695,0.9305,1744268069.8804271,2025/04/10 15:54:29,49.909281969070435,49.9s
5,5,0.004980286753286196,0.15421772298812866,0.9393,0.10430083751678466,0.958,1744268082.2763326,2025/04/10 15:54:42,62.305187463760376,1.0m
6,6,0.004969220851487845,0.13901825649142266,0.9474,0.09800439143180847,0.9655,1744268094.643008,2025/04/10 15:54:54,74.67186284065247,1.2m
7,7,0.004955718126821723,0.12023232641220093,0.9548,0.09447079038619995,0.9655,1744268107.055016,2025/04/10 15:55:07,87.08387088775635,1.5m
8,8,0.004939791904846869,0.12797334208488464,0.9521,0.1161689406633377,0.958,1744268119.4773436,2025/04/10 15:55:19,99.50619840621948,1.7m
9,9,0.004921457902821578,0.12065981600433588,0.9544,0.10187580752372742,0.961,1744268131.8553472,2025/04/10 15:55:31,111.884202003479,1.9m
10,10,0.004900734214192358,0.10900659644603729,0.959,0.07759384739398956,0.9695,1744268144.1243367,2025/04/10 15:55:44,124.15319156646729,2.1m
11,11,0.004877641290737884,0.09605232648253441,0.9638,0.07086664234101772,0.9765,1744268156.3954792,2025/04/10 15:55:56,136.42433404922485,2.3m
12,12,0.004852201922385563,0.09570988195538521,0.9642,0.10364167618751526,0.9625,1744268168.6793172,2025/04/10 15:56:08,148.708172082901,2.5m
13,13,0.004824441214720628,0.0854929484128952,0.9671,0.06188354018330574,0.978,1744268180.9483478,2025/04/10 15:56:20,160.9772026538849,2.7m
14,14,0.004794386564209952,0.08425517086982727,0.968,0.080772165954113,0.97,1744268193.2242832,2025/04/10 15:56:33,173.25313806533813,2.9m
15,15,0.004762067631165048,0.09101267154216766,0.9673,0.05233958664536476,0.979,1744268205.4874244,2025/04/10 15:56:45,185.51627922058105,3.1m
16,16,0.004727516310470919,0.08025343894958496,0.9709,0.18960086447000504,0.941,1744268217.7475414,2025/04/10 15:56:57,197.77639627456665,3.3m
17,17,0.0046907667001096585,0.08817093105316162,0.9669,0.05803512418270111,0.978,1744268230.0197766,2025/04/10 15:57:10,210.04863142967224,3.5m
18,18,0.004651855067509859,0.07445826184004545,0.9725,0.08621563726663589,0.9695,1744268242.3316832,2025/04/10 15:57:22,222.36053800582886,3.7m
19,19,0.004610819813755038,0.07340984814167023,0.9733,0.06882375776767731,0.977,1744268254.6763954,2025/04/10 15:57:34,234.7052502632141,3.9m
20,20,0.004567701435686405,0.06558529345989228,0.9764,0.056505465373396874,0.9795,1744268267.101629,2025/04/10 15:57:47,247.13048386573792,4.1m
21,21,0.004522542485937369,0.0631758474111557,0.9774,0.07420564526319504,0.9705,1744268279.6200426,2025/04/10 15:57:59,259.6488974094391,4.3m
