step,epoch,lr,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
22,22,0.004475387530939226,0.05912353362180293,0.9778,0.03822584515810013,0.9865,1744268292.4287968,2025/04/10 15:58:12,272.4576516151428,4.5m
23,23,0.004426283106939473,0.05652045004814863,0.9781,0.04420223194360733,0.9825,1744268305.205893,2025/04/10 15:58:25,285.2347478866577,4.8m
24,24,0.004375277674076149,0.04797276047039777,0.9827,0.04308826860785484,0.984,1744268317.7391498,2025/04/10 15:58:37,297.768004655838,5.0m
25,25,0.00432242156855353,0.051341608107089994,0.9804,0.0531375102698803,0.9795,1744268330.2469726,2025/04/10 15:58:50,310.2758274078369,5.2m
26,26,0.004267766952966369,0.055743145811557766,0.9799,0.06415073099732399,0.977,1744268342.847074,2025/04/10 15:59:02,322.8759288787842,5.4m
27,27,0.004211367764821722,0.0618958157658577,0.9773,0.03918577970564365,0.9835,1744268355.3197017,2025/04/10 15:59:15,335.3485565185547,5.6m
28,28,0.00415327966330913,0.05203156859576702,0.9809,0.09721122735738755,0.9655,1744268367.758846,2025/04/10 15:59:27,347.78770089149475,5.8m
29,29,0.004093559974371725,0.04739868347644806,0.9844,0.04642521920800209,0.9845,1744268380.3404222,2025/04/10 15:59:40,360.36927700042725,6.0m
30,30,0.004032267634132442,0.05867670877575874,0.9779,0.04956070160865784,0.984,1744268393.1005876,2025/04/10 15:59:53,373.1294424533844,6.2m
31,31,0.003969463130731184,0.043840277481079104,0.9831,0.03471920131891966,0.988,1744268406.070923,2025/04/10 16:00:06,386.0997779369354,6.4m
32,32,0.0039052084446303276,0.04560281779170036,0.9838,0.057601423293352126,0.9775,1744268418.6631088,2025/04/10 16:00:18,398.69196367263794,6.6m
33,33,0.0038395669874474922,0.05492970666885376,0.9794,0.03217498428747058,0.987,1744268431.2236588,2025/04/10 16:00:31,411.25251364707947,6.9m
34,34,0.003772603539375929,0.040984313272684814,0.9853,0.03800311191380024,0.987,1744268443.840024,2025/04/10 16:00:43,423.86887884140015,7.1m
35,35,0.003704384185254289,0.04296924167275429,0.984,0.04021890914440155,0.9855,1744268456.2737515,2025/04/10 16:00:56,436.302606344223,7.3m
36,36,0.0036349762493488678,0.059598479893803596,0.9797,0.04295991959422827,0.9845,1744268468.7316835,2025/04/10 16:01:08,448.76053833961487,7.5m
37,37,0.0035644482289126827,0.045660359013825653,0.9844,0.034902492210268976,0.9855,1744268481.2360768,2025/04/10 16:01:21,461.264931678772,7.7m
38,38,0.0034928697265869525,0.03868823928833008,0.9859,0.04102943032979965,0.9835,1744268493.813005,2025/04/10 16:01:33,473.8418598175049,7.9m
39,39,0.0034203113817116966,0.04634288369268179,0.9826,0.0357619378566742,0.9885,1744268506.5106537,2025/04/10 16:01:46,486.5395085811615,8.1m
40,40,0.00334684480061323,0.04153502687215805,0.9856,0.03508988678455353,0.9855,1744268519.5098264,2025/04/10 16:01:59,499.538681268692,8.3m
41,41,0.00327254248593737,0.04978732445426285,0.9817,0.028339727482758464,0.9895,1744268532.5035515,2025/04/10 16:02:12,512.5324063301086,8.5m
42,42,0.003197477765098075,0.03368368012905121,0.9874,0.043790661200881,0.983,1744268544.9316947,2025/04/10 16:02:24,524.9605495929718,8.7m
43,43,0.003121724717912138,0.03776811248660088,0.9876,0.032927676305174826,0.986,1744268557.3167753,2025/04/10 16:02:37,537.3456301689148,9.0m
44,44,0.003045358103491358,0.029339491899311544,0.9894,0.04357589675486088,0.987,1744268569.7813098,2025/04/10 16:02:49,549.8101646900177,9.2m
45,45,0.0029684532864643134,0.034924981014803055,0.9866,0.029984685521572827,0.9875,1744268582.2120404,2025/04/10 16:03:02,562.2408952713013,9.4m
46,46,0.002891086162600579,0.029132337617408483,0.9903,0.033789674669504166,0.986,1744268594.7130728,2025/04/10 16:03:14,574.7419276237488,9.6m
47,47,0.0028133330839107628,0.027049904984235762,0.9905,0.037414499551057814,0.989,1744268607.0763526,2025/04/10 16:03:27,587.1052074432373,9.8m
48,48,0.0027352707832962874,0.02553254134654999,0.9902,0.035522059738636015,0.988,1744268619.5355241,2025/04/10 16:03:39,599.5643789768219,10.0m
49,49,0.0026569762988232853,0.031076304975152017,0.9888,0.02989854467846453,0.99,1744268632.0907907,2025/04/10 16:03:52,612.1196455955505,10.2m
50,50,0.0025785268976953224,0.04273284372985363,0.984,0.03587191909737885,0.9865,1744268644.515197,2025/04/10 16:04:04,624.5440518856049,10.4m
51,51,0.002500000000000002,0.030374893152713776,0.9893,0.04083191406726837,0.9855,1744268656.9679399,2025/04/10 16:04:16,636.9967947006226,10.6m
52,52,0.002421473102304681,0.04170302406549454,0.9854,0.030719221577048303,0.9885,1744268669.4280791,2025/04/10 16:04:29,649.4569339752197,10.8m
53,53,0.0023430237011767183,0.03392619406897575,0.9876,0.026089678078889848,0.9915,1744268681.9089346,2025/04/10 16:04:41,661.937789440155,11.0m
54,54,0.002264729216703716,0.02505509324669838,0.99,0.02676107795163989,0.99,1744268694.4711883,2025/04/10 16:04:54,674.5000431537628,11.2m
55,55,0.0021866669160892412,0.02307258912473917,0.9928,0.02981905475258827,0.9895,1744268707.0626037,2025/04/10 16:05:07,687.0914585590363,11.5m
56,56,0.0021089138373994246,0.021598355543613435,0.9928,0.027170414119958877,0.9905,1744268719.7265005,2025/04/10 16:05:19,699.7553553581238,11.7m
57,57,0.00203154671353569,0.026244053699355573,0.991,0.03431641755998135,0.988,1744268732.2853792,2025/04/10 16:05:32,712.3142340183258,11.9m
58,58,0.001954641896508646,0.016958179813064633,0.9939,0.04592373088002205,0.989,1744268744.9083967,2025/04/10 16:05:44,724.9372515678406,12.1m
59,59,0.0018782752820878643,0.017105932549387217,0.9938,0.037326178178191186,0.988,1744268757.7559931,2025/04/10 16:05:57,737.7848479747772,12.3m
60,60,0.0018025222349019286,0.030793532559275628,0.9896,0.027018619149923324,0.9895,1744268770.3836923,2025/04/10 16:06:10,750.4125471115112,12.5m
61,61,0.0017274575140626336,0.024303317087702454,0.9919,0.032811717744916674,0.988,1744268782.860808,2025/04/10 16:06:22,762.8896627426147,12.7m
62,62,0.001653155199386773,0.021302668398618697,0.9916,0.027534133598208426,0.9885,1744268795.2787337,2025/04/10 16:06:35,775.3075885772705,12.9m
63,63,0.0015796886182883072,0.028829448023065925,0.9903,0.038200989766046405,0.9875,1744268807.6474829,2025/04/10 16:06:47,787.6763377189636,13.1m
64,64,0.0015071302734130493,0.022207274255529045,0.9914,0.030261306545929983,0.9915,1744268820.327866,2025/04/10 16:07:00,800.3567209243774,13.3m
65,65,0.0014355517710873194,0.016970035724435003,0.9941,0.026932523895055054,0.9895,1744268832.8968983,2025/04/10 16:07:12,812.9257531166077,13.5m
66,66,0.001365023750651134,0.015976514162123204,0.994,0.03573642563447356,0.991,1744268845.5475113,2025/04/10 16:07:25,825.576366186142,13.8m
67,67,0.0012956158147457123,0.01753109602034092,0.9941,0.03052041777968407,0.9875,1744268857.986976,2025/04/10 16:07:37,838.0158307552338,14.0m
68,68,0.0012273964606240725,0.01709806605419144,0.9933,0.030580763426725752,0.99,1744268870.3824375,2025/04/10 16:07:50,850.4112923145294,14.2m
69,69,0.0011604330125525085,0.013383050386607647,0.9957,0.04097571693081409,0.9895,1744268882.7565002,2025/04/10 16:08:02,862.785355091095,14.4m
70,70,0.001094791555369674,0.01522528334055096,0.9939,0.029749465998262167,0.9915,1744268895.119599,2025/04/10 16:08:15,875.148453950882,14.6m
71,71,0.001030536869268818,0.014053421984706074,0.9947,0.033330214746296404,0.9895,1744268907.5103452,2025/04/10 16:08:27,887.5392000675201,14.8m
72,72,0.000967732365867559,0.014486514969915152,0.9948,0.025265173740684987,0.9895,1744268920.0611184,2025/04/10 16:08:40,900.0899732112885,15.0m
73,73,0.0009064400256282761,0.021784137611440383,0.9917,0.031330030601471666,0.991,1744268932.9310164,2025/04/10 16:08:52,912.9598712921143,15.2m
74,74,0.0008467203366908712,0.012922076492756606,0.9956,0.027685403402894736,0.9905,1744268945.3519857,2025/04/10 16:09:05,925.3808405399323,15.4m
75,75,0.0007886322351782786,0.01172022579163313,0.9956,0.029592160373926164,0.9915,1744268957.8017986,2025/04/10 16:09:17,937.8306534290314,15.6m
76,76,0.0007322330470336318,0.013175201707333327,0.9947,0.02852613006392494,0.9915,1744268970.1461487,2025/04/10 16:09:30,950.175003528595,15.8m
77,77,0.000677578431446472,0.01100326543301344,0.9954,0.029577956959605217,0.991,1744268982.5152833,2025/04/10 16:09:42,962.5441381931305,16.0m
78,78,0.0006247223259238514,0.01147490703612566,0.9961,0.028838885117322206,0.9915,1744268995.297983,2025/04/10 16:09:55,975.3268377780914,16.3m
79,79,0.0005737168930605275,0.012017726798355579,0.9957,0.029745144936256112,0.9905,1744269007.7505434,2025/04/10 16:10:07,987.7793982028961,16.5m
80,80,0.0005246124690607743,0.012062592004798353,0.9954,0.02742085735872388,0.991,1744269020.1695018,2025/04/10 16:10:20,1000.198356628418,16.7m
81,81,0.00047745751406263196,0.01013437912799418,0.9966,0.026322144992649555,0.9905,1744269032.661465,2025/04/10 16:10:32,1012.690319776535,16.9m
82,82,0.000432298564313596,0.011817565951123833,0.9959,0.026199910535477103,0.9905,1744269045.5300884,2025/04/10 16:10:45,1025.558943271637,17.1m
83,83,0.0003891801862449631,0.009157402434054529,0.9977,0.02639409221895039,0.9915,1744269057.9403245,2025/04/10 16:10:57,1037.969179391861,17.3m
84,84,0.00034814493249014087,0.007768509445153177,0.9972,0.028087448246777058,0.9895,1744269070.340639,2025/04/10 16:11:10,1050.3694939613342,17.5m
85,85,0.00030923329989034125,0.008484071728814161,0.9966,0.029640575865283608,0.9915,1744269082.8623204,2025/04/10 16:11:22,1062.8911752700806,17.7m
86,86,0.0002724836895290807,0.007462586436420679,0.9973,0.028476878959685564,0.99,1744269095.436218,2025/04/10 16:11:35,1075.4650728702545,17.9m
87,87,0.00023793236883495176,0.00901008699350059,0.9966,0.02994365749042481,0.9885,1744269108.0065622,2025/04/10 16:11:48,1088.0354170799255,18.1m
88,88,0.00020561343579004784,0.007886632846691645,0.9974,0.030699823297560214,0.99,1744269120.519569,2025/04/10 16:12:00,1100.5484237670898,18.3m
89,89,0.00017555878527937175,0.008158766820468009,0.9972,0.030143000530079008,0.99,1744269132.9489758,2025/04/10 16:12:12,1112.9778306484222,18.5m
90,90,0.00014779807761443648,0.009360102233290672,0.9967,0.028842586189508437,0.9895,1744269145.3751104,2025/04/10 16:12:25,1125.4039652347565,18.8m
91,91,0.00012235870926211625,0.007993933954462408,0.9972,0.02909338294574991,0.99,1744269157.9024734,2025/04/10 16:12:37,1137.9313282966614,19.0m
92,92,0.00009926578580764268,0.007502296080481028,0.9974,0.030646085865795612,0.99,1744269170.2434928,2025/04/10 16:12:50,1150.272347688675,19.2m
93,93,0.00007854209717842264,0.008375620143860578,0.9972,0.028791827181354167,0.9895,1744269182.6250207,2025/04/10 16:13:02,1162.6538755893707,19.4m
94,94,0.00006020809515313173,0.006523972719814628,0.9984,0.02745959887083154,0.99,1744269194.9776287,2025/04/10 16:13:14,1175.00648355484,19.6m
95,95,0.00004428187317827823,0.007502239789068699,0.9976,0.02847334849834442,0.99,1744269207.3538883,2025/04/10 16:13:27,1187.3827431201935,19.8m
96,96,0.00003077914851215587,0.005701858624070882,0.9984,0.029548609340563418,0.9895,1744269219.741796,2025/04/10 16:13:39,1199.7706508636475,20.0m
97,97,0.0000197132467138056,0.006481502171233297,0.998,0.027348300218582155,0.99,1744269232.1782467,2025/04/10 16:13:52,1212.2071015834808,20.2m
98,98,0.000011095088492300017,0.006206554788164794,0.9981,0.028001625545322897,0.99,1744269244.5746434,2025/04/10 16:14:04,1224.6034982204437,20.4m
99,99,4.933178929321106e-6,0.006781217009807006,0.9977,0.029453508318285457,0.99,1744269256.8873522,2025/04/10 16:14:16,1236.916207075119,20.6m
100,100,1.2335990856710008e-6,0.006783431369438767,0.9971,0.027728798009455203,0.99,1744269269.2406716,2025/04/10 16:14:29,1249.2695264816284,20.8m
