step,lr,epoch,train_loss,train_acc,train_f1
1,0.00003,1,1.0690977557052133,0.7664896599947392,0.25859373749371045
2,0.000029999925978027876,2,0.6939985476012475,0.8964795544618398,0.3137318373187997
3,0.000029999703912842056,3,0.5778061725325039,0.8998784202438189,0.3781323294031193
4,0.00002999933380663425,4,0.527240714452049,0.9002683787497624,0.3822118445925737
5,0.000029998815663057245,5,0.4805723310106757,0.9152685051374762,0.3774030938600551
6,0.000029998149487224912,6,0.5056986851662761,0.9075797994579793,0.3694800086221849
7,0.00002999733528571214,7,0.4414389219346939,0.9011730025859994,0.3799868885105842
8,0.000029996373066554766,8,0.4247574907749481,0.9188498083962536,0.3520124320363089
9,0.0000299952628392495,9,0.382623562345687,0.9160177893285566,0.3630522889061865
10,0.00002999400461475385,10,0.36829076316993153,0.9197685345686041,0.39841686902161727
11,0.000029992598405485974,11,0.3763958343302453,0.9089127153603281,0.3593638605704109
12,0.000029991044225324593,12,0.3515257926111491,0.9187523677219324,0.4112504243653354
13,0.000029989342089608838,13,0.3210035427715522,0.9196953708777345,0.3872995337011323
14,0.0000299874920151381,14,0.292026136147096,0.9264453333112178,0.3971108324637043
15,0.000029985494020171873,15,0.31654154749609076,0.9148041116779502,0.40244081025775374
16,0.000029983348124429553,16,0.3140622791562545,0.9183117989334854,0.39279021731169284
17,0.000029981054349090264,17,0.26431671382647204,0.9283445757772785,0.4111378140872127
18,0.000029978612716792644,18,0.2928563381035257,0.9239818307706104,0.39925273347301504
19,0.000029976023251634625,19,0.2849576354386657,0.9190767167337397,0.40404288735335125
20,0.000029973285979173176,20,0.30486680776278385,0.9135525871532104,0.4318287126816508
21,0.000029970400926424068,21,0.28379937311162357,0.9127577020131787,0.3819492074327953
22,0.00002996736812186162,22,0.2822479198630677,0.9176586456676332,0.4211201112939695
23,0.000029964187595418373,23,0.27998932336185106,0.9170205422647801,0.43633001341473326
24,0.00002996085937848485,24,0.26301305167320516,0.9161132066323119,0.4607407979186315
25,0.0000299573835039092,25,0.24693466621939847,0.9251252109916002,0.467102340058763
26,0.000029953760005996914,26,0.2781155980084107,0.9184489572057387,0.4102886825339969
27,0.000029949988920510436,27,0.272455080148815,0.9246102617971961,0.3926105953170897
28,0.000029946070284668874,28,0.2682971679818409,0.9235217266159823,0.4065472469170927
29,0.000029942004137147577,29,0.26504907956963863,0.9278250841077281,0.4063500062809027
30,0.00002993779051807777,30,0.22489224861664867,0.9226741320622904,0.449062102168783
31,0.000029933429469046185,31,0.23258679416870268,0.92436811458486,0.40372931530981077
32,0.00002992892103309461,32,0.24625861869862056,0.912965602321487,0.4527090850073403
33,0.000029924265254719485,33,0.23335856941718316,0.9232306593182765,0.446043026001916
34,0.000029919462179871464,34,0.21477365132254345,0.928328537260216,0.49032925318833076
35,0.000029914511855954965,35,0.2511640350696281,0.9234677230382649,0.47612974928514845
36,0.000029909414331827678,36,0.2715864579133134,0.918561508091781,0.41521250689946604
37,0.000029904169657800108,37,0.2581401852126225,0.9183109937499269,0.5473487604551116
38,0.00002989877788563507,38,0.2650681749257494,0.9034878123693489,0.40893165803190384
39,0.000029893239068547185,39,0.24264222040547184,0.9156446215774042,0.47480755322754054
40,0.000029887553261202338,40,0.23209777484008742,0.9219326327697651,0.4283429284708024
41,0.00002988172051971715,41,0.24302693888009977,0.9259601158195079,0.41838914270663824
42,0.000029875740901658426,42,0.21092707557329168,0.919962515058885,0.4487343532590512
43,0.000029869614466042577,43,0.23614275652942804,0.9172982620183152,0.41450967579033726
44,0.00002986334127333506,44,0.20951663124273961,0.9242658767066404,0.4694988185019547
45,0.000029856921385449745,45,0.224346065052201,0.9218421013314453,0.4344015274770898
46,0.000029850354865748342,46,0.20670401009519312,0.9245222420605644,0.46539628736615063
47,0.00002984364177903974,47,0.22908467089135764,0.9226207255213199,0.42504127711314543
48,0.000029836782191579404,48,0.24277159418697497,0.9136418704466205,0.4548908221139834
49,0.00002982977617106869,49,0.22051913711036109,0.9161539924978652,0.5176422411790382
50,0.00002982262378665419,50,0.22903481884858023,0.9160254451310652,0.48418761195720234
51,0.000029815325108927045,51,0.2460157718521104,0.9172968164629518,0.4076995658051449
52,0.000029807880209922267,52,0.23194431457403888,0.9223507322224558,0.5705235823645427
53,0.000029800289163118,53,0.2324565159330001,0.9194684631896249,0.4553135527985853
54,0.000029792552043434815,54,0.229970956788159,0.9263919393248594,0.4656758635033537
55,0.00002978466892723495,55,0.21683616690001808,0.9201697511849171,0.4400539213918361
56,0.000029776639892321585,56,0.2162421934417895,0.9216384238751738,0.4538969733316102
57,0.00002976846501793806,57,0.19191971979299682,0.9345761509574576,0.5020423693753747
58,0.000029760144384767075,58,0.21246229787093976,0.9191303992164276,0.4472515320228708
59,0.000029751678074929925,59,0.2304261434572825,0.9107010336717511,0.4131561652585255
60,0.000029743066171985666,60,0.22127755589597511,0.9233914465828259,0.5121635634435546
61,0.000029734308760930313,61,0.19833651324516366,0.927477011294657,0.4885821964501836
62,0.00002972540592819596,62,0.20368617790461518,0.9249329535136118,0.5642916744543259
63,0.000029716357761649988,63,0.20231276028944947,0.9276123971154208,0.5293613211177286
64,0.000029707164350594144,64,0.2155451747878031,0.9201563728170089,0.4652899217630023
65,0.00002969782578576368,65,0.19694285764035477,0.9180051414049556,0.5393969446788313
66,0.000029688342159326464,66,0.2015964887987886,0.9236769070773146,0.46682892352823363
67,0.000029678713564882058,67,0.21290411676054313,0.9270717064636997,0.43094881492767595
68,0.000029668940097460803,68,0.19444120398613218,0.9223643007710927,0.4888882917839114
69,0.000029659021853522876,69,0.19777803161148153,0.9160710877699871,0.4586900369769405
70,0.000029648958930957343,70,0.2339412321484664,0.9084375881403042,0.4441491545452387
71,0.000029638751429081186,71,0.20699422437840714,0.9248385633503001,0.5013291464932716
72,0.000029628399448638325,72,0.1960546349393551,0.9244440058301638,0.4322623823157266
73,0.000029617903091798634,73,0.2225738416832463,0.9301698937862631,0.46211273728307384
74,0.000029607262462156907,74,0.19533048610268625,0.9195630565211952,0.5078984250835281
75,0.000029596477664731874,75,0.18794775399660532,0.9275225463968317,0.5119274660387074
76,0.000029585548805965122,76,0.17825322428573537,0.9239288669312404,0.5086282817361083
77,0.000029574475993720085,77,0.20125567803033456,0.922328502723084,0.48551004007462645
78,0.00002956325933728094,78,0.18933666019196396,0.923921976570449,0.5357353331770883
79,0.000029551898947351564,79,0.18203575071213754,0.9304218628613351,0.4732563255353939
80,0.000029540394936054412,80,0.17561018526822314,0.9297803159448194,0.5878988878399418
81,0.000029528747416929443,81,0.2041689100851538,0.925796685289593,0.482596737774797
