step,lr,epoch,train_loss,train_acc,val_loss,val_acc
1,0.0005,1,0.2670698622385661,0.423,,
2,0.0004999691581204152,2,0.21523576698303223,0.5354,0.23658160098393757,0.521
3,0.0004998766400914329,3,0.19940349842707317,0.5708,,
4,0.0004997224687404926,4,0.18984753767649332,0.5966,0.22442277336120606,0.544
5,0.0004995066821070679,5,0.18373008867899576,0.6068,,
6,0.000499229333433282,6,0.16986646712621054,0.6326,0.18661986017227172,0.613
7,0.00049889049115077,7,0.16477710501352946,0.6484,,
8,0.0004984902388637949,8,0.16213732515970866,0.6616,0.1812616688410441,0.645
9,0.0004980286753286195,9,0.15644360671043395,0.67,,
10,0.0004975059144291394,10,0.1515108853975932,0.6752,0.19654662799835204,0.579
11,0.0004969220851487844,11,0.14864695310592652,0.689,,
12,0.0004962773315386935,12,0.14281358693440754,0.6928,0.14821028264363606,0.688
13,0.0004955718126821722,13,0.1382923693815867,0.7006,,
14,0.0004948057026554414,14,0.12974702169100444,0.7256,0.1517843330701192,0.692
15,0.0004939791904846868,15,0.12835552476247153,0.7286,,
16,0.0004930924800994191,16,0.13132046558062235,0.7242,0.148052441517512,0.715
17,0.0004921457902821577,17,0.12118282217979431,0.7452,,
18,0.0004911393546144495,18,0.11889832067489624,0.7432,0.155271266857783,0.691
19,0.0004900734214192357,19,0.12272390257517497,0.7456,,
20,0.0004889482536995824,20,0.12222615412076314,0.7428,0.2249385879834493,0.589
21,0.0004877641290737883,21,0.11990335376262665,0.7472,,
22,0.00048652133970688617,22,0.11365245749155681,0.7594,0.14743639620145163,0.716
23,0.0004852201922385562,23,0.10757566885948182,0.7748,,
24,0.0004838610077074667,24,0.10156380559603373,0.7764,0.13607526254653932,0.732
25,0.00048244412147206266,25,0.10254103015263875,0.7844,,
26,0.0004809698831278215,26,0.10877032500902811,0.7666,0.14185201541582743,0.714
27,0.00047943865642099503,27,0.10069159561793009,0.7866,,
28,0.00047785081915886106,28,0.10141400123437246,0.7832,0.13474700522422792,0.724
29,0.0004762067631165046,29,0.09510272769927978,0.796,,
30,0.00047450689394015364,30,0.09375872470537822,0.8016,0.13098311392466228,0.743
31,0.0004727516310470917,31,0.10001663640340169,0.788,,
32,0.00047094140752217313,32,0.0980801551659902,0.7892,0.12086032191912333,0.775
33,0.00046907667001096557,33,0.0942136820991834,0.7964,,
34,0.00046715787860954753,34,0.08344718737602234,0.8234,0.14130020610491434,0.74
35,0.00046518550675098564,35,0.08957842152913412,0.8176,,
36,0.0004631600410885228,36,0.09046108737786611,0.8026,0.11540591645240783,0.764
37,0.0004610819813755035,37,0.08125865874290467,0.8274,,
38,0.00045895184034206734,38,0.07916590026219686,0.8304,0.13017475271224976,0.756
39,0.00045677014356864016,39,0.07924233401616414,0.829,,
40,0.0004545374293562556,40,0.07812985169092815,0.8376,0.11452222275733948,0.789
41,0.0004522542485937366,41,0.08311047671635946,0.8218,,
42,0.0004499211646217724,42,0.0824375301361084,0.8258,0.12035758352279663,0.758
43,0.0004475387530939223,43,0.07915827201207479,0.8262,,
44,0.00044510760183458215,44,0.07117921489079793,0.8514,0.11935431003570557,0.762
45,0.000442628310693947,45,0.07417111107508341,0.8466,,
46,0.00044010149140000747,46,0.07183896918296814,0.8454,0.1108276408513387,0.79
47,0.0004375277674076146,47,0.06913408563931783,0.849,,
48,0.00043490777374465206,48,0.07269851888020833,0.8384,0.1283037164211273,0.753
49,0.00043224215685535255,49,0.07059536340236663,0.8544,,
50,0.0004295315744407969,50,0.06079942674636841,0.8682,0.13047425707181295,0.762
51,0.00042677669529663653,51,0.08272164109547933,0.8206,,
52,0.0004239781991480782,52,0.06714312267303467,0.8538,0.10552388763427735,0.805
53,0.00042113677648217187,53,0.06456278355916341,0.863,,
54,0.000418253128377443,54,0.0649894059340159,0.8656,0.09533003346125285,0.813
55,0.00041532796633091264,55,0.06164606367746989,0.8742,,
56,0.0004123620120825456,56,0.05723546584447225,0.881,0.09597800942262014,0.812
57,0.0004093559974371721,57,0.06700278001626332,0.8558,,
58,0.000406310664083926,58,0.0544767915725708,0.879,0.10889113370577494,0.803
59,0.0004032267634132438,59,0.06295777128537496,0.866,,
60,0.00040010505633147073,60,0.05690109680493673,0.8772,0.09968480205535889,0.802
61,0.000396946313073118,61,0.05762824544906616,0.8754,,
62,0.0003937513130108194,62,0.06673837909698487,0.8546,0.10306475555896759,0.803
