step,lr,epoch,train_loss
1,0.005,1,0.010525145735144615
2,0.005,2,0.00427523516446352
3,0.005,3,0.00418725205168128
4,0.005,4,0.004114230664372444
5,0.005,5,0.004095240134745836
6,0.005,6,0.004016456385552883
7,0.005,7,0.003986845086961985
8,0.005,8,0.003980905802547932
9,0.005,9,0.003956677312105894
10,0.005,10,0.00398053458750248
11,0.005,11,0.003956755005642772
12,0.005,12,0.003976752060800791
13,0.005,13,0.003969224978387356
14,0.005,14,0.003955528175383806
15,0.005,15,0.003958729601129889
16,0.005,16,0.003943960538804531
17,0.005,17,0.003950752858668566
18,0.005,18,0.0039477435554564
19,0.005,19,0.003941804127022624
20,0.005,20,0.003948627253100276
21,0.005,21,0.003946664634719491
22,0.005,22,0.003952521511688828
23,0.005,23,0.003937722491621971
24,0.005,24,0.003937963892295957
25,0.005,25,0.0039347357698529956
26,0.005,26,0.003946791604012251
27,0.005,27,0.0039492226115614175
28,0.005,28,0.003937250717505812
29,0.005,29,0.003946662485226989
30,0.005,30,0.003933721616044641
31,0.005,31,0.003927249917536974
32,0.005,32,0.003938661153763533
33,0.005,33,0.003928329157233238
34,0.005,34,0.003937058704346418
35,0.005,35,0.003950336955562234
36,0.005,36,0.003922822947055101
37,0.005,37,0.003934102347567678
38,0.005,38,0.003923248894363642
39,0.005,39,0.00392984623029828
40,0.005,40,0.003936178071424365
41,0.005,41,0.003929184911549091
42,0.005,42,0.003951075276881456
43,0.005,43,0.003916129755452275
44,0.005,44,0.003930032372251153
45,0.005,45,0.003947944331467152
46,0.005,46,0.003921499646678567
47,0.005,47,0.003933499024957418
48,0.005,48,0.003920298235267401
49,0.005,49,0.003921602902933955
50,0.005,50,0.003930871981009841
51,0.005,51,0.003922332051694393
52,0.005,52,0.003925513332039118
53,0.005,53,0.003925003057569265
54,0.005,54,0.00392281607106328
55,0.005,55,0.0039253683783113955
56,0.005,56,0.003926521564573049
57,0.005,57,0.003928276482224464
58,0.005,58,0.003921519517228007
59,0.005,59,0.0039237796733528375
60,0.005,60,0.0039089574603736405
61,0.005,61,0.003933447637259961
62,0.005,62,0.003916186509281397
63,0.005,63,0.003924238135293126
64,0.005,64,0.003911709366440773
65,0.005,65,0.003942409290224313
66,0.005,66,0.003898554198741913
67,0.005,67,0.0039294410063326355
68,0.005,68,0.003924887343794107
69,0.005,69,0.00393625409193337
70,0.005,70,0.003915555142909289
71,0.005,71,0.003926028141379357
72,0.005,72,0.003919634366780519
73,0.005,73,0.003939743648171425
74,0.005,74,0.003916636512801051
75,0.005,75,0.003910439590811729
76,0.005,76,0.003914309645444155
77,0.005,77,0.003932400857135653
78,0.005,78,0.003917702481597662
79,0.005,79,0.003930471232533455
80,0.005,80,0.0039173876233398915
81,0.005,81,0.003924039248228073
82,0.005,82,0.003912210926190019
83,0.005,83,0.003906431984379888
84,0.005,84,0.003934221751689911
85,0.005,85,0.0039286376065015794
86,0.005,86,0.003934498821347952
87,0.005,87,0.003908223331496119
88,0.005,88,0.003916102254539728
89,0.005,89,0.003911386352032423
90,0.005,90,0.003918952338322997
91,0.005,91,0.003916374700516462
92,0.005,92,0.00391869827978313
93,0.005,93,0.003923933883011341
94,0.005,94,0.0039237463616579775
95,0.005,95,0.003918046008646489
96,0.005,96,0.003924418900460005
97,0.005,97,0.003909577462002635
98,0.005,98,0.0039214458127319815
99,0.005,99,0.003908110783398151
100,0.005,100,0.003927149012088776
