step,lr,epoch,train_loss,train_acc,train_f1
1,0.00001,1,1.3533930790895685,0.6288652893222949,0.22594876582572798
2,9.999975326009292e-6,2,0.8415044874292436,0.8565859235936457,0.31239794545347316
3,9.999901304280686e-6,3,0.6363594072761708,0.8967500028004578,0.35157789964916925
4,9.99977793554475e-6,4,0.5626392651742822,0.9049015675061213,0.37121095094418904
5,9.999605221019082e-6,5,0.4658744661608006,0.9159289795604846,0.36554922533824313
6,9.999383162408305e-6,6,0.45787923818407555,0.9154144332392562,0.3937473174362825
7,9.999111761904048e-6,7,0.40219754656529294,0.9094211993190844,0.3607055051579297
8,9.998791022184923e-6,8,0.39278078055683735,0.9157184172414761,0.3767348936025738
9,9.9984209464165e-6,9,0.3790378001976789,0.9185987620851771,0.365870968916003
10,9.998001538251283e-6,10,0.3750797674060544,0.9111705194767911,0.38296851006937976
11,9.997532801828659e-6,11,0.30705724177057925,0.9175550886892992,0.42980312929116826
12,9.997014741774866e-6,12,0.2768801803990182,0.9237498430102026,0.37792279411954904
13,9.996447363202947e-6,13,0.26537526667948735,0.924631418872937,0.46729228490740304
14,9.995830671712701e-6,14,0.2943892951080167,0.9179756459021374,0.3614832746126012
15,9.995164673390626e-6,15,0.2631425705427502,0.9298150522622634,0.46007838474829993
16,9.994449374809853e-6,16,0.2559534702895638,0.9236682358664311,0.48871109834075244
17,9.993684783030091e-6,17,0.27582697484755064,0.9210244921269054,0.4568462761890583
18,9.99287090559755e-6,18,0.2773454994158731,0.9136034392202278,0.4516882530253484
19,9.992007750544877e-6,19,0.2362907752572663,0.9252532372121193,0.4322091772629145
20,9.991095326391061e-6,20,0.23190918504932054,0.9310748958626609,0.4680109104780345
21,9.990133642141359e-6,21,0.251249728732224,0.9205695226354926,0.44930642863288794
22,9.98912270728721e-6,22,0.23379588856264272,0.9247637305453869,0.55795770888354
23,9.988062531806127e-6,23,0.25976054207044513,0.917557675632077,0.4529322482143198
24,9.98695312616162e-6,24,0.25419399301227275,0.9133395338259779,0.3941630560980108
25,9.98579450130307e-6,25,0.2368302094819483,0.9149504623506596,0.49486981976662464
26,9.984586668665641e-6,26,0.1973710898376744,0.9306410050888924,0.5480817629844816
27,9.98332964017015e-6,27,0.22266391793392687,0.9220116274286169,0.5701137142829836
28,9.982023428222963e-6,28,0.22770823632395323,0.9150513289621865,0.45339857064039873
29,9.980668045715864e-6,29,0.20577553559193257,0.9261306965906863,0.40267547719884156
30,9.97926350602593e-6,30,0.21495178744614252,0.924918252192622,0.46615117138494855
31,9.9778098230154e-6,31,0.20189579410426134,0.9260605009400118,0.5757224856793812
32,9.976307011031542e-6,32,0.22889047966217063,0.9212135092594895,0.5034219604608668
33,9.974755084906501e-6,33,0.2139648176336333,0.9237436317673468,0.6077587991882909
34,9.973154059957162e-6,34,0.22479841198084427,0.9162102104061293,0.48361076076000936
35,9.971503951984994e-6,35,0.20961584199832622,0.9227777209033643,0.46916832091632027
36,9.9698047772759e-6,36,0.21523222740770193,0.9202010214336883,0.5089992266501259
37,9.968056552600043e-6,37,0.20897957807005743,0.9228121558235325,0.4998634200606948
38,9.966259295211696e-6,38,0.2126982347262101,0.9120542006830507,0.4224757855944759
39,9.964413022849067e-6,39,0.19245582667869665,0.924011201419975,0.4861691363908947
40,9.962517753734118e-6,40,0.1889080811775414,0.9258502884184737,0.472640298927943
41,9.960573506572388e-6,41,0.16481905415128426,0.9309969420244508,0.5932563197510679
42,9.958580300552813e-6,42,0.1787667429331098,0.9287717791420553,0.46685183099418903
43,9.95653815534753e-6,43,0.18116719461675201,0.9273496073066926,0.49284425528818726
44,9.954447091111691e-6,44,0.19026750191613925,0.9283914591582181,0.43902713667868004
45,9.952307128483253e-6,45,0.18330732254734466,0.9232296298833694,0.5106570345811127
46,9.950118288582786e-6,46,0.18024890970137197,0.9310558354937379,0.480325384746161
47,9.947880593013252e-6,47,0.19540358024973037,0.924360424062355,0.5173246329207352
48,9.945594063859806e-6,48,0.17502159257159614,0.93004109485101,0.5048760566698919
49,9.943258723689568e-6,49,0.18991843147323478,0.9192719660191028,0.430518324231989
50,9.940874595551402e-6,50,0.19594222851277854,0.9194315408111576,0.49507446054832455
51,9.938441702975687e-6,51,0.19254343779111202,0.9246042480080856,0.5238953219088331
52,9.935960069974095e-6,52,0.17565041167960954,0.9243468144298319,0.6015626411357015
53,9.933429721039339e-6,53,0.1845647094709457,0.9322870560069887,0.537814830145647
54,9.930850681144944e-6,54,0.17023103651726565,0.9290689645187362,0.4874296466374792
55,9.92822297574499e-6,55,0.19684322201277996,0.92398275608882,0.44382393725874697
56,9.92554663077387e-6,56,0.1659799161632999,0.9279863190957229,0.5421084735357254
57,9.922821672646028e-6,57,0.1624784855146418,0.9287552698703277,0.5067174574322968
58,9.920048128255699e-6,58,0.16703801323840284,0.9281838490346183,0.5055524073279909
59,9.917226024976649e-6,59,0.17424924037011244,0.9261774344679998,0.4555887609608479
60,9.914355390661895e-6,60,0.17971150353566132,0.9151461129506948,0.4819609570849301
61,9.911436253643445e-6,61,0.17567050836818338,0.92375263216882,0.474069711286395
62,9.908468642731994e-6,62,0.20315429571334795,0.9250415592210054,0.4642574345406953
63,9.90545258721667e-6,63,0.1636038057415104,0.9296166308593196,0.4526225966188492
64,9.902388116864723e-6,64,0.17664784820575075,0.9213719029655805,0.47340744947441404
65,9.899275261921234e-6,65,0.16341554832953512,0.9173988100024433,0.4429484168717894
66,9.896114053108829e-6,66,0.16022051037963733,0.9307835606322145,0.5227471468729654
67,9.89290452162736e-6,67,0.1793957562875575,0.9171151711821821,0.4350510947066744
68,9.889646699153609e-6,68,0.17614641298978223,0.9250947082192592,0.4810760133591142
69,9.886340617840966e-6,69,0.16714644143957785,0.9271693622548071,0.5445196801957904
70,9.882986310319123e-6,70,0.1821921521523736,0.9176333579513174,0.5389846232255667
71,9.879583809693737e-6,71,0.15558369242565015,0.9307447202120481,0.5031962172169422
72,9.876133149546117e-6,72,0.1700030957804857,0.9263677584491287,0.5210293359241845
73,9.872634363932887e-6,73,0.15900664822510413,0.9271477320000622,0.5164641357169061
74,9.869087487385644e-6,74,0.17603876359564258,0.9296328705099276,0.5376589543375551
75,9.865492554910634e-6,75,0.16145731101467933,0.9302209119637872,0.5176887974558936
76,9.861849601988382e-6,76,0.17444300545485467,0.9254449909904086,0.4874888140660601
77,9.85815866457337e-6,77,0.17624163613195332,0.9197518070630833,0.5995299637172199
78,9.854419779093655e-6,78,0.164535402610896,0.9304457742025299,0.45432080427209204
79,9.850632982450528e-6,79,0.17335478267023846,0.9238044034066162,0.47400370923634716
80,9.846798312018144e-6,80,0.16392442032744195,0.9280511596415089,0.48390984103764517
81,9.842915805643153e-6,81,0.17214862240906326,0.9244779992609008,0.47992687447278204
82,9.838985501644325e-6,82,0.1731105167092973,0.9198207052595265,0.4551031167333922
83,9.835007438812173e-6,83,0.18157531849478858,0.9213275158744603,0.4659845490413147
84,9.830981656408571e-6,84,0.1681285121698108,0.9192964098490212,0.5214008729579148
85,9.826908194166368e-6,85,0.14818555068799977,0.9298756251490345,0.5207854453328127
86,9.82278709228899e-6,86,0.15244317507088304,0.9241550839425129,0.48326756477450694
87,9.818618391450048e-6,87,0.17286937598781363,0.927301483616653,0.4450222915566821
88,9.814402132792937e-6,88,0.17221729464447122,0.9291066822102394,0.45102807421039814
89,9.810138357930428e-6,89,0.1712633620646079,0.9225909782335899,0.515588193653196
90,9.805827108944259e-6,90,0.16927308650589507,0.9260486453599777,0.46487327881216095
91,9.801468428384714e-6,91,0.17050902967749768,0.9216010759819371,0.5409635748554462
92,9.797062359270213e-6,92,0.1677794068011049,0.9260036030912687,0.4815048969908014
93,9.792608945086877e-6,93,0.15895596930054604,0.9323116736533482,0.43510605299663396
94,9.788108229788108e-6,94,0.18208023075059504,0.9190198812684316,0.4774426582962859
95,9.78356025779415e-6,95,0.16959309430462405,0.9237767053346366,0.5790538331150509
96,9.778965073991647e-6,96,0.16064960889068772,0.9241717468134267,0.48192717199232626
97,9.774322723733211e-6,97,0.14935521740182084,0.9248972017012093,0.4992631595874745
98,9.769633252836964e-6,98,0.14972944959299375,0.9321801230501472,0.5339087720677782
99,9.76489670758609e-6,99,0.17194801549461414,0.9178572240898129,0.5286121557222498
100,9.760113134728378e-6,100,0.14854046876617397,0.9326627261088078,0.5079718203762249
101,9.755282581475764e-6,101,0.14394290678663418,0.930073110454119,0.5071002081925232
102,9.750405095503854e-6,102,0.14463796713377408,0.9271071426791271,0.502277291004
103,9.745480724951468e-6,103,0.15535391151244354,0.9233247218927938,0.558280589407889
104,9.740509518420155e-6,104,0.1564618341161887,0.9258784951687054,0.5061241729459146
105,9.735491524973715e-6,105,0.15360991702591725,0.9225353679685555,0.4617528309778715
106,9.73042679413772e-6,106,0.13925820688044735,0.9323258765562344,0.5271984301976569
107,9.725315375899018e-6,107,0.14270736417006855,0.9286803914791847,0.4434356314839595
108,9.720157320705244e-6,108,0.1554142140926562,0.926485113076126,0.5220986662893248
109,9.714952679464317e-6,109,0.14031645564398004,0.9371220398936271,0.5704741118593791
110,9.709701503543947e-6,110,0.1454596629763599,0.934577069089234,0.59868306620226
111,9.704403844771123e-6,111,0.150599900890057,0.9256799225043306,0.5248988068177914
112,9.699059755431594e-6,112,0.1616863539700564,0.9200311418592462,0.5255725796599672
113,9.693669288269366e-6,113,0.16393138168157204,0.9287459108398637,0.5285056384256874
114,9.688232496486174e-6,114,0.1525527323258639,0.9251494837757506,0.5021791221124025
115,9.68274943374096e-6,115,0.1608084330645658,0.9234698973239277,0.5153549025723496
116,9.677220154149335e-6,116,0.15534767940020835,0.923924051068591,0.4450821228316403
117,9.671644712283058e-6,117,0.14635736971330565,0.926800422810454,0.4324040344742276
118,9.66602316316949e-6,118,0.1456252578827736,0.9267125428629353,0.5147940100943366
119,9.660355562291052e-6,119,0.15007737355493694,0.9293603742543122,0.5040253443895008
120,9.654641965584676e-6,120,0.14472474706981484,0.9285923603135267,0.5693709478939828
121,9.648882429441255e-6,121,0.1730915795460562,0.9231880569302158,0.5239988491981199
122,9.643077010705085e-6,122,0.148969615432423,0.9260025876828938,0.5240094380673747
123,9.637225766673305e-6,123,0.167295970427059,0.92757319650776,0.49147962681033747
124,9.631328755095333e-6,124,0.14889081448166996,0.9221255853836424,0.5508471311348377
125,9.62538603417229e-6,125,0.1543581596636937,0.9265094383731887,0.5497229541585887
126,9.619397662556434e-6,126,0.16179129759188296,0.9141337192411932,0.515175394242938
127,9.613363699350575e-6,127,0.14342463998090033,0.9345896743094907,0.524679492151286
128,9.607284204107493e-6,128,0.17565445265421714,0.9155636673600498,0.5061703627999657
129,9.601159236829353e-6,129,0.15702990494802757,0.9193315162244822,0.5187593361789432
130,9.594988857967107e-6,130,0.1498803520269333,0.9275276242179581,0.4556245308320302
131,9.588773128419905e-6,131,0.15862911277721997,0.9272180986532129,0.48043644067797714
132,9.582512109534489e-6,132,0.14108417317270133,0.9255310125522821,0.5365032236227195
133,9.576205863104588e-6,133,0.1573216998504469,0.9212916392951878,0.5296980519463714
134,9.569854451370306e-6,134,0.1489737164505647,0.9258400689208658,0.5476093325195701
135,9.563457937017514e-6,135,0.14802087959849297,0.9257881901463224,0.536433590815637
136,9.557016383177226e-6,136,0.1670906199029457,0.919665150497584,0.4977435048699082
137,9.550529853424979e-6,137,0.1644165363524056,0.9193789522248167,0.5138141838935811
138,9.543998411780202e-6,138,0.1531039163685205,0.9306308764607016,0.5118867830200907
139,9.537422122705585e-6,139,0.15790687856418767,0.924096311343837,0.4945981830041353
140,9.53080105110645e-6,140,0.1480036137120871,0.9284526256183948,0.6237877019364274
141,9.5241352623301e-6,141,0.16998372553966995,0.931039497700696,0.4361287183581693
142,9.517424822165177e-6,142,0.21330079398427174,0.9285875101637984,0.46534695195261383
143,9.510669796841016e-6,143,0.15926088160497878,0.9269978425285128,0.5125357709556094
144,9.503870253026993e-6,144,0.149713385761536,0.9294859555723383,0.4606871923321564
145,9.497026257831859e-6,145,0.1566854918784769,0.9273536732693689,0.4483910719420094
146,9.490137878803082e-6,146,0.1475325551384062,0.9302061657492359,0.5120633017236994
147,9.483205183926184e-6,147,0.15510066156443622,0.9262440770768433,0.5197069125597846
148,9.476228241624062e-6,148,0.1382778696058,0.9339217091987697,0.514474157453746
149,9.469207120756322e-6,149,0.1496661601934612,0.9266817460962103,0.5807856886973496
150,9.462141890618594e-6,150,0.15101537149548502,0.9312895235382611,0.5661973115348288
151,9.455032620941843e-6,151,0.13460489649201654,0.9272515442699412,0.4868091361960954
152,9.447879381891695e-6,152,0.14561430408147405,0.9284321010353573,0.5140901274004841
153,9.440682244067728e-6,153,0.13770744812218777,0.9272240461626294,0.5499300733801366
154,9.433441278502789e-6,154,0.15533229739609963,0.9260382578470253,0.5138926469324436
155,9.426156556662282e-6,155,0.1545536398571486,0.9262754591049547,0.4978690299405074
156,9.418828150443474e-6,156,0.1469250205573892,0.9288939338734993,0.5815669013032708
157,9.411456132174773e-6,157,0.16250761136674063,0.9218419172981474,0.423472515333046
158,9.404040574615025e-6,158,0.1440547798201797,0.9281587728418718,0.455883823376858
159,9.396581550952788e-6,159,0.14421343570906464,0.9271404351295867,0.5174661410790697
160,9.389079134805616e-6,160,0.14757949028868822,0.9240835983270825,0.48528090641986765
161,9.381533400219324e-6,161,0.1445341489322467,0.9269357277621987,0.4636872519526797
162,9.37394442166727e-6,162,0.13927931839595895,0.9261821487248743,0.5004369089050579
163,9.366312274049607e-6,163,0.16913603912427472,0.924107410313674,0.43495067478628163
164,9.358637032692551e-6,164,0.13696328666162796,0.9285982101567188,0.5515617848816978
165,9.350918773347635e-6,165,0.13950465490804873,0.931136310124907,0.4329993157453558
